C000001_it_000	Forze armate
C000534_it_000	Conduttori di macchinari per la fabbricazione di calzature ed assimilati
C000535_it_000	Conduttori di macchinari di lavanderia
C000536_it_000	Conduttori di macchinari per la confezione di articoli in stoffa, pelliccia e cuoio non classificati altrove
C000537_it_000	Conduttori di macchinari per la fabbricazione di alimenti ed assimilati
C000538_it_000	Conduttori di macchinari per la fabbricazione di alimenti ed assimilati
C000539_it_000	Conduttori di impianti per la trasformazione del legno e la fabbricazione della carta
C000540_it_000	Conduttori di impianti per la preparazione della pasta di legno e la fabbricazione della carta
C000541_it_000	Conduttori di impianti per la trasformazione del legno
C000542_it_000	Altri conduttori di impianti e macchinari fissi
C000543_it_000	Conduttori di impianti per la lavorazione del vetro e della ceramica
C000544_it_000	Conduttori di caldaie a vapore e motori termici
C000545_it_000	Conduttori di macchine confezionatrici, per l’imbottigliamento ed etichettatrici
C000546_it_000	Conduttori di impianti e macchinari fissi non classificati altrove
C000547_it_000	Assemblatori
C000548_it_000	Assemblatori
C000549_it_000	Assemblatori di parti di macchine
C000550_it_000	Assemblatori di apparecchiature elettriche ed elettroniche
C000551_it_000	Assemblatori non classificati altrove
C000552_it_000	Conduttori di veicoli e di macchinari mobili
C000553_it_000	Conducenti di locomotive ed assimilati
C000554_it_000	Conducenti di locomotive
C000555_it_000	Frenatori, segnalatori e agenti di manovra ferroviari
C000556_it_000	Conducenti di automobili, furgoni e motociclette
C000557_it_000	Motociclisti
C000558_it_000	Conducenti di automobili, taxi e furgoni
C000559_it_000	Conducenti di mezzi pesanti e di autobus
C000560_it_000	Conducenti di autobus e tram
C000561_it_000	Conducenti di mezzi pesanti e camion
C000562_it_000	Conduttori di impianti mobili
C000563_it_000	Conduttori di macchinari agricoli e forestali
C000564_it_000	Conduttori di macchinari per movimento terra ed assimilati
C000565_it_000	Conduttori di macchinari per la perforazione e il sollevamento
C000566_it_000	Conduttori di carrelli elevatori
C000567_it_000	Marinai di coperta e operai assimilati
C000568_it_000	Marinai di coperta e operai assimilati
C000569_it_000	Professioni non qualificate
C000570_it_000	Addetti alle pulizie e collaboratori
C000571_it_000	Addetti alle pulizie domestiche, negli esercizi alberghieri e negli uffici
C000572_it_000	Addetti alle pulizie domestiche e collaboratori domestici
C000573_it_000	Addetti alle pulizie in uffici, esercizi alberghieri ed altri esercizi
C000574_it_000	Pulitori di veicoli, pulitori di vetri, lavandai e altri addetti alla pulizia manuale
C000575_it_000	Lavandai e stiratori a mano
C000576_it_000	Pulitori di veicoli
C000577_it_000	Pulitori di vetri
C000578_it_000	Altri addetti alle pulizie
C000579_it_000	Personale non qualificato addetto all’agricoltura, alle foreste e alla pesca
C000580_it_000	Personale non qualificato addetto all’agricoltura, alle foreste e alla pesca
C000581_it_000	Braccianti agricoli
C000582_it_000	Addetti al bestiame
C000583_it_000	Braccianti agricoli e addetti al bestiame
C000584_it_000	Operai adetti ai giardini e alle coltivazioni ortive
C000585_it_000	Operai forestali
C000586_it_000	Personale non qualificato addetto alla pesca e all’acquacoltura
C000587_it_000	Personale non qualificato addetto alle miniere, alle costruzioni e ai trasporti
C000588_it_000	Manovali delle miniere e delle costruzioni
C000589_it_000	Manovali delle miniere e delle cave
C000590_it_000	Manovali dell’ingegneria civile
C000591_it_000	Manovali dell’edilizia
C000592_it_000	Personale non qualificato delle attività manifatturiere
C000593_it_000	Imballatori a mano
C000594_it_000	Personale non qualificato delle attività industriali non classificato altrove
C000595_it_000	Personale non qualificato addetto ai trasporti e al magazzinaggio
C000596_it_000	Conduttori di veicoli a braccia o a pedali
C000597_it_000	Conduttori di veicoli e macchinari a trazione animale
C000598_it_000	Addetti allo spostamento e alla spedizione dei materiali o delle merci
C000599_it_000	Addetti agli scaffali
C000600_it_000	Personale non qualificato addetto alla ristorazione
C000601_it_000	Personale non qualificato addetto alla ristorazione
C000602_it_000	Addetti di fast food
C000603_it_000	Garzoni di cucina
C000604_it_000	Commercianti ambulanti di manufatti o di servizi
C000605_it_000	Venditori ambulanti di servizi
C000606_it_000	Venditori ambulanti di servizi
C000607_it_000	Venditori ambulanti di prodotti non alimentari
C000608_it_000	Venditori ambulanti di prodotti non alimentari
C000609_it_000	Addetti alla raccolta dei rifiuti e altre professioni non qualificate
C000610_it_000	Addetti alla raccolta dei rifiuti
C000611_it_000	Addetti alla raccolta di immondizia e materiale riciclabile
C000612_it_000	Addetti alla selezione dei rifiuti
C000613_it_000	Spazzini ed assimilati
C000614_it_000	Altre professioni non qualificate
C000615_it_000	Corrieri, fattorini, facchini
C000616_it_000	Addetti a lavori accessori
C000617_it_000	Lettori di contatori e collettori di monete (distributori automatici)
C000618_it_000	Acquaioli e raccoglitori di legna da ardere
C000619_it_000	Altre professioni non qualificate non classificate altrove
C000620_it_000	direttore tecnico di allestimento/direttrice tecnica di allestimento
C000620_it_001	direttore di allestimento
C000620_it_002	direttore tecnico
C000620_it_003	direttore tecnico di allestimento
C000620_it_004	direttrice di allestimento
C000620_it_005	direttrice tecnica
C000620_it_006	direttrice tecnica di allestimento
C000621_it_000	conduttore di macchine per la trafila di metalli/conduttrice di macchine per la trafila di metalli
C000621_it_001	conduttore di macchine per la trafila di metalli
C000621_it_002	conduttrice di macchine per la trafila di metalli
C000622_it_000	ispettore strumenti di precisione/ispettrice strumenti di precisione
C000622_it_001	ispettore controllo qualità su dispositivi di precisione
C000622_it_002	ispettore controllo qualità su strumenti di precisione
C000622_it_003	ispettore dispositivi di precisione
C000622_it_004	ispettore strumenti di precisione
C000622_it_005	ispettrice controllo qualità su dispositivi di precisione
C000622_it_006	ispettrice controllo qualità su strumenti di precisione
C000622_it_007	ispettrice dispositivi di precisione
C000622_it_008	ispettrice strumenti di precisione
C000622_it_009	responsabile assicurazione qualità nel settore degli strumenti di precisione
C000623_it_000	tecnico addetto alla sicurezza del traffico aereo
C000623_it_001	tecnico elettronico addetto alla sicurezza del traffico aereo
C000624_it_000	revenue manager nel settore dell’ospitalità
C000624_it_001	addetta alla gestione dei profitti relativi al settore dell'ospitalità
C000624_it_002	addetto alla gestione dei profitti relativi al settore dell'ospitalità
C000624_it_003	revenue manager dell'ospitalità
C000624_it_004	revenue manager per l'ospitalità
C000624_it_005	yeld manager
C000625_it_000	assistente di laboratorio medico
C000625_it_001	analista di laboratorio
C000625_it_002	tecnico di laboratorio medico
C000626_it_000	tecnico di laboratorio asfalto
C000626_it_001	tecnico di laboratorio asfalti
C000627_it_000	docente di potenziamento di scuola primaria
C000627_it_001	assistente alla comunicazione in scuola primaria
C000627_it_002	assistente alle TIC nella scuola di base
C000627_it_003	assistente tecnica di scuola primaria
C000627_it_004	assistente tecnico di scuola primaria
C000628_it_000	fisioterapista
C000628_it_001	fisioterapista neurologica
C000628_it_002	fisioterapista neurologico
C000628_it_003	fisioterapista neuromuscolare
C000628_it_004	fisioterapista occupazionale
C000628_it_005	fisioterapista riabilitativa
C000628_it_006	fisioterapista riabilitativo
C000628_it_007	fisioterapista sportiva
C000628_it_008	fisioterapista sportivo
C000629_it_000	insegnante di accademia di arte drammatica
C000630_it_000	operatore dell’idrogeneratore/operatrice dell’idrogeneratore
C000630_it_001	operatore dell'idrogenatore
C000630_it_002	operatore della macchina per l'idrogenazione
C000630_it_003	operatrice dell'idrogenatore
C000630_it_004	operatrice della macchina per l'idrogenazione
C000631_it_000	addetto alla produzione di pasta alimentare/addetta alla produzione di pasta alimentare
C000631_it_001	caricatore di presse per paste alimentari
C000631_it_002	caricatrice di presse per paste alimentari
C000631_it_003	conduttore di macchine per la produzione di pasta alimentare
C000631_it_004	conduttore macchine per paste alimentari
C000631_it_005	conduttrice di macchine per la produzione di pasta alimentare
C000631_it_006	conduttrice macchine per paste alimentari
C000632_it_000	esercente di tabaccheria
C000632_it_001	responsabile di negozio di sigarette elettroniche
C000632_it_002	responsabile di tabaccheria
C000632_it_003	tabaccaia
C000632_it_004	tabaccaio
C000633_it_000	responsabile del servizio noleggio di altre macchine, attrezzature e beni materiali
C000633_it_001	addetta al servizio noleggio di altre macchine, attrezzature e beni materiali
C000633_it_002	addetto al servizio noleggio di altre macchine, attrezzature e beni materiali
C000633_it_003	assistente al noleggio di altre macchine, attrezzature e beni materiali
C000633_it_004	consulente del noleggio di altre macchine, attrezzature e beni materiali
C000633_it_005	responsabile servizio noleggio di altre macchine, attrezzature e beni materiali
C000633_it_006	specialista del noleggio di altre macchine, attrezzature e beni materiali
C000634_it_000	topografo minerario
C000634_it_001	ingegnere minerario
C000634_it_002	progettista mineraria
C000634_it_003	progettista minerario
C000635_it_000	specialista in sicurezza alimentare
C000635_it_001	analista alimentare
C000635_it_002	consulente in sicurezza alimentare
C000635_it_003	ispettore alimentare
C000635_it_004	ispettrice alimentare
C000635_it_005	specialista in igiene alimentare
C000635_it_006	tecnico della sicurezza alimentare
C000636_it_000	tecnico dei macchinari di terra
C000636_it_001	addetta alla manutenzione dei macchinari agricoli
C000636_it_002	addetto alla manutenzione dei macchinari agricoli
C000636_it_003	meccanico di attrezzature agricole
C000636_it_004	tecnici dei macchinari di terra
C000636_it_005	tecnici per i macchinari di terra
C000636_it_006	tecnico per i macchinari di terra
C000637_it_000	autista di autobus
C000637_it_001	autista di corriera
C000637_it_002	autista di pullman
C000637_it_003	conducente di autobus
C000638_it_000	responsabile import-export di carne e prodotti a base di carne
C000638_it_001	manager del commercio internazionale di carne e prodotti a base di carne
C000638_it_002	responsabile del commercio internazionale di carne e prodotti a base di carne
C000639_it_000	funzionario addetto alle politiche abitative/funzionaria addetta alle politiche abitative
C000639_it_001	funzionaria addetta alle politiche abitative
C000639_it_002	funzionario addetto alle politiche abitative
C000640_it_000	capocuoco/capocuoca
C000640_it_001	addetta alla preparazione degli alimenti
C000640_it_002	addetto alla preparazione degli alimenti
C000640_it_003	capocuoca
C000640_it_004	capocuoco
C000640_it_005	chef
C000641_it_000	operatore di macchinari di filatura per la formazione di non tessuto/operatrice di macchinari di filatura per la formazione di non tessuto
C000641_it_001	operatore di macchianari di filatura per la formazione di non tessuto
C000641_it_002	operatore di machine per la filatura nonwoven
C000641_it_003	operatrice di macchianari di filatura per la formazione di non tessuto
C000641_it_004	operatrice di machine per la filatura nonwoven
C000642_it_000	direttore di istituto di istruzione terziaria/direttrice di istituto di istruzione terziaria
C000642_it_001	direttore di istituto di istruzione terziaria
C000642_it_002	direttore di istituto universitario
C000642_it_003	direttrice di istituto di istruzione terziaria
C000642_it_004	direttrice di istituto universitario
C000642_it_005	rettore universitario
C000642_it_006	rettrice universitaria
C000643_it_000	supervisore dell’installazione di impianti di isolamento
C000644_it_000	ingegnere responsabile di smantellamenti
C000645_it_000	ispettore sinistri/ispettrice sinistri
C000645_it_001	addetta ad attività ispettiva sinistri
C000645_it_002	addetto ad attività ispettiva sinistri
C000645_it_003	corrispondente sinistri
C000645_it_004	gestore di sinistri
C000645_it_005	ispettore risarcimento danni
C000645_it_006	ispettore sinistri
C000645_it_007	ispettrice risarcimento danni
C000645_it_008	ispettrice sinistri
C000645_it_009	liquidatore assicurativo
C000645_it_010	liquidatore d'assicurazioni
C000645_it_011	liquidatore sinistri
C000645_it_012	liquidatrice assicurativa
C000645_it_013	liquidatrice d'assicurazioni
C000645_it_014	liquidatrice sinistri
C000645_it_015	perito danno automobilistico
C000645_it_016	perito di assicurazione
C000645_it_017	perito in infortunistica stradale
C000645_it_018	perito liquidatore
C000646_it_000	responsabile dello sviluppo di abbigliamento
C000646_it_001	brand manager
C000646_it_002	responsabile dell'abbigliamento
C000646_it_003	responsabile dello sviluppo del prodotto
C000646_it_004	responsabile di progetto
C000646_it_005	responsabile sviluppo prodotto abbigliamento
C000647_it_000	addetto alla separazione della nitroglicerina/addetta alla separazione della nitroglicerina
C000647_it_001	addetta alla separazione della nitroglicerina
C000647_it_002	addetto alla separazione della nitroglicerina
C000648_it_000	ingegnere biomedico
C000648_it_001	esperta in tecnologie biomediche
