C000001_sl_000	Vojaški poklici
C000392_sl_000	Varnostniki/varnostnice
C000393_sl_000	Poklici za varovanje oseb in premoženja, d. n.
C000394_sl_000	Kmetovalci/kmetovalke, gozdarji/gozdarke, ribiči/ribičke, lovci/lovke
C000395_sl_000	Tržno usmerjeni kmetovalci/kmetovalke
C000396_sl_000	Poljedelci/poljedelke, vrtnarji/vrtnarice ipd.
C000397_sl_000	Poljedelci/poljedelke, vrtnarji povrtninarji/vrtnarice povrtninarke
C000398_sl_000	Drevesničarji/drevesničarke, gojitelji/gojiteljice grmičevja
C000399_sl_000	Vrtnarji/vrtnarice ipd.
C000400_sl_000	Kmetovalci/kmetovalke mešane rastlinske pridelave
C000401_sl_000	Rejci/rejke živali
C000402_sl_000	Živinorejci/živinorejke
C000403_sl_000	Perutninarji/perutninarke
C000404_sl_000	Čebelarji/čebelarke, svilorejci/svilorejke
C000405_sl_000	Rejci/rejke živali, d. n.
C000406_sl_000	Kmetovalci/kmetovalke na mešanih kmetijah
C000407_sl_000	Kmetovalci/kmetovalke na mešanih kmetijah
C000408_sl_000	Tržno usmerjeni gozdarji/gozdarke, ribiči/ribičke, lovci/lovke
C000409_sl_000	Gozdarji/gozdarke ipd.
C000410_sl_000	Gozdarji/gozdarke ipd.
C000411_sl_000	Ribiči/ribičke, lovci/lovke ipd.
C000412_sl_000	Ribogojci/ribogojke ipd.
C000413_sl_000	Obalni ribiči/obalne ribičke ipd.
C000414_sl_000	Ribiči/ribičke na odprtem morju
C000415_sl_000	Lovci/lovke ipd.
C000416_sl_000	Samooskrbni kmetovalci/kmetovalke, ribiči/ribičke, lovci/lovke, nabiralci/nabiralke
C000417_sl_000	Samooskrbni kmetovalci/kmetovalke
C000418_sl_000	Samooskrbni kmetovalci poljedelci/samooskrbne kmetovalke poljedelke
C000419_sl_000	Samooskrbni živinorejci/živinorejke
C000420_sl_000	Samooskrbni živinorejci/živinorejke
C000421_sl_000	Samooskrbni kmetovalci/kmetovalke na mešanih kmetijah
C000422_sl_000	Samooskrbni kmetovalci/kmetovalke na mešanih kmetijah
C000423_sl_000	Samooskrbni ribiči/ribičke, lovci/lovke, nabiralci/nabiralke
C000424_sl_000	Samooskrbni ribiči/ribičke, lovci/lovke, nabiralci/nabiralke
C000425_sl_000	Poklici za neindustrijski način dela
C000426_sl_000	Gradbinci/gradbinke ipd. (razen elektroinštalaterjev/elektroinštalaterk)
C000427_sl_000	Gradbinci/gradbinke ipd.
C000428_sl_000	Graditelji/graditeljice hiš
C000429_sl_000	Zidarji/zidarke ipd.
C000430_sl_000	Zidarji/zidarke, kamnoseki/kamnosekinje ipd.
C000431_sl_000	Betonerji/betonerke ipd.
C000432_sl_000	Tesarji/tesarke ipd.
C000433_sl_000	Gradbinci/gradbinke ipd., d. n.
C000434_sl_000	Gradbinci/gradbinke zaključnih del ipd.
C000435_sl_000	Krovci/krovke
C000436_sl_000	Polagalci/polagalke podov ipd.
C000437_sl_000	Štukaterji/štukaterke
C000438_sl_000	Izolaterji/izolaterke
C000439_sl_000	Zastekljevalci/zastekljevalke
C000440_sl_000	Monterji/monterke in vzdrževalci/vzdrževalke inštalacij in naprav
C000441_sl_000	Inštalaterji/inštalaterke klimatskih in monterji/monterke hladilnih naprav
C000442_sl_000	Pleskarji/pleskarke ipd.
C000443_sl_000	Pleskarji/pleskarke ipd.
C000444_sl_000	Ličarji/ličarke in loščilci/loščilke
C000445_sl_000	Dimnikarji/dimnikarke, čistilci/čistilke fasad
C000446_sl_000	Kovinarji/kovinarke, strojni mehaniki/strojne mehaničarke ipd.
C000447_sl_000	Kleparji/kleparke, monterji/monterke konstrukcij, livarji/livarke, varilci/varilke ipd.
C000448_sl_000	Livarji/livarke ipd.
C000449_sl_000	Varilci/varilke ipd.
C000450_sl_000	Kleparji/kleparke
C000451_sl_000	Monterji/monterke kovinskih konstrukcij ipd.
C000452_sl_000	Monterji/monterke in polagalci/polagalke kablov
C000453_sl_000	Kovači/kovačice, orodjarji/orodjarke ipd.
C000454_sl_000	Kovači/kovačice
C000455_sl_000	Orodjarji/orodjarke ipd.
C000456_sl_000	Strugarji/strugarke ipd.
C000457_sl_000	Polirci/polirke, brusilci/brusilke, ostrilci/ostrilke
C000458_sl_000	Mehaniki/mehaničarke, serviserji/serviserke strojev
C000459_sl_000	Mehaniki/mehaničarke in popravljavci/popravljavke motornih vozil in koles
C000460_sl_000	Mehaniki/mehaničarke in popravljavci/popravljavke letal
C000461_sl_000	Mehaniki/mehaničarke in popravljavci/popravljavke industrijskih in drugih strojev ipd.
C000462_sl_000	Popravljavci/popravljavke koles ipd.
C000463_sl_000	Delavci/delavke umetnostnih in tiskarskih obrti
C000464_sl_000	Delavci/delavke umetnostnih obrti
C000465_sl_000	Izdelovalci/izdelovalke in popravljavci/popravljavke preciznih instrumentov
C000466_sl_000	Izdelovalci/izdelovalke, uglaševalci/uglaševalke glasbil
C000467_sl_000	Izdelovalci/izdelovalke nakita in bižuterije
C000468_sl_000	Keramiki/keramičarke ipd.
C000469_sl_000	Steklarji/steklarke ipd.
C000470_sl_000	Izdelovalci/izdelovalke znakov, dekoraterji/dekoraterke, graverji/graverke, jedkalci/jedkalke
C000471_sl_000	Izdelovalci/izdelovalke predmetov domače obrti iz lesa, vrbja in podobnih materialov
C000472_sl_000	Izdelovalci/izdelovalke predmetov domače obrti iz tekstilij, usnja in podobnih materialov
C000473_sl_000	Delavci/delavke umetnostnih obrti, d. n.
C000474_sl_000	Delavci/delavke tiskarskih obrti
C000475_sl_000	Stavci/stavke
C000476_sl_000	Tiskarji/tiskarke
C000477_sl_000	Poklici za zaključna tiskarska dela in knjigovezi/knjigovezke
C000478_sl_000	Monterji in serviserji/monterke in serviserke električnih in elektronskih naprav ipd.
C000479_sl_000	Monterji in serviserji/monterke in serviserke električnih naprav ipd.
C000480_sl_000	Elektroinštalaterji/elektroinštalaterke v gradbeništvu ipd.
C000481_sl_000	Elektromehaničarji/elektromehaničarke
C000482_sl_000	Monterji/monterke, popravljavci/popravljavke električnega omrežja
C000483_sl_000	Monterji in serviserji/monterke in serviserke elektronskih in telekomunikacijskih naprav
C000484_sl_000	Mehaniki/mehaničarke, serviserji/serviserke elektronskih naprav
C000485_sl_000	Monterji/monterke, serviserji/serviserke naprav s področja informacijske in komunikacijske tehnologije
C000486_sl_000	Predelovalci/predelovalke živil, obdelovalci/obdelovalke lesa, oblačilni in drugi poklici za neindustrijski način dela
C000487_sl_000	Predelovalci/predelovalke živil ipd.
C000488_sl_000	Mesarji/mesarke ipd.
C000489_sl_000	Peki/pekinje, slaščičarji/slaščičarke ipd.
C000490_sl_000	Predelovalci/predelovalke mleka
C000491_sl_000	Predelovalci/predelovalke sadja, zelenjave ipd.
C000492_sl_000	Ocenjevalci/ocenjevalke živil ipd.
C000493_sl_000	Predelovalci/predelovalke tobaka ipd.
C000494_sl_000	Obdelovalci/obdelovalke lesa, mizarji/mizarke ipd.
C000495_sl_000	Obdelovalci/obdelovalke lesa
C000496_sl_000	Mizarji/mizarke ipd.
C000497_sl_000	Nastavljavci/nastavljavke lesnoobdelovalnih strojev ipd.
C000498_sl_000	Oblačilni in drugi poklici za neindustrijski način dela
C000499_sl_000	Krojači/krojačice, šiviljci/šivilje, krznarji/krznarke, klobučarji/klobučarke ipd.
C000500_sl_000	Krojilci/krojilke ipd.
C000501_sl_000	Šivalci/šivalke ipd.
C000502_sl_000	Tapetniki/tapetnice ipd.
C000503_sl_000	Usnjarji/usnjarke in krznarji, izdelovalci krzna/krznarke, izdelovalke krzna
C000504_sl_000	Izdelovalci/izdelovalke obutve, usnjene galanterije ipd.
C000505_sl_000	Drugi poklici za neindustrijski način dela ipd.
C000506_sl_000	Potapljači/potapljačke
C000507_sl_000	Minerji/minerke ipd.
C000508_sl_000	Ocenjevalci/ocenjevalke proizvodov (razen hrane in pijače)
C000509_sl_000	Razkuževalci/razkuževalke in drugi dezinsektorji/dezinsektorice ipd.
C000510_sl_000	Poklici za neindustrijski način dela ipd., d. n.
C000511_sl_000	Upravljavci/upravljavke strojev in naprav, industrijski izdelovalci/industrijske izdelovalke in sestavljavci/sestavljavke
C000512_sl_000	Upravljavci/upravljavke strojev in naprav
C000513_sl_000	Upravljavci/upravljavke rudarskih procesnih strojev in naprav
C000514_sl_000	Rudarji/rudarke, kamnolomci/kamnolomke
C000515_sl_000	Upravljavci/upravljavke procesnih strojev in naprav za obdelavo rude in kamnin
C000516_sl_000	Upravljavci/upravljavke geovrtalnih strojev in naprav ipd.
C000517_sl_000	Upravljavci/upravljavke strojev za proizvodnjo cementnih, mineralnih izdelkov in drugih izdelkov iz kamna
C000518_sl_000	Upravljavci/upravljavke procesnih strojev za obdelavo kovin in površinsko obdelavo kovinskih delov
C000519_sl_000	Upravljavci/upravljavke procesnih strojev za obdelavo kovin
C000520_sl_000	Upravljavci/upravljavke strojev za površinsko obdelavo kovinskih delov
C000521_sl_000	Upravljavci/upravljavke strojev in naprav za izdelavo kemijskih in fotografskih izdelkov
C000522_sl_000	Upravljavci/upravljavke strojev in naprav za proizvodnjo kemičnih izdelkov
C000523_sl_000	Upravljavci/upravljavke naprav za izdelavo fotografskih in mikrofilmskih izdelkov
C000524_sl_000	Upravljavci/upravljavke strojev za proizvodnjo gumenih, plastičnih in papirnih izdelkov
C000525_sl_000	Upravljavci/upravljavke strojev za proizvodnjo gumenih izdelkov
C000526_sl_000	Upravljavci/upravljavke strojev za proizvodnjo plastičnih izdelkov
C000527_sl_000	Upravljavci/upravljavke strojev za proizvodnjo papirnih izdelkov
C000528_sl_000	Upravljavci/upravljavke strojev za proizvodnjo tekstilnih, krznenih, usnjenih izdelkov
C000529_sl_000	Upravljavci/upravljavke strojev za predenje, previjanje ipd.
C000530_sl_000	Upravljavci/upravljavke strojev za pletenje, tkanje ipd.
C000531_sl_000	Upravljavci/upravljavke strojev za šivanje oblačil iz tekstilij, usnja, krzna ipd.
C000532_sl_000	Upravljavci/upravljavke strojev za beljenje, barvanje, čiščenje tekstilij, usnja, krzna ipd.
C000533_sl_000	Upravljavci/upravljavke strojev za proizvodnjo usnja in krzna
C000534_sl_000	Upravljavci/upravljavke strojev za proizvodnjo obutve in usnjene galanterije
C000535_sl_000	Upravljavci/upravljavke pralnih strojev
C000536_sl_000	Upravljavci/upravljavke strojev za proizvodnjo tekstilnih, krznenih, usnjenih izdelkov, d. n.
C000537_sl_000	Upravljavci/upravljavke strojev za proizvodnjo prehrambnih in podobnih izdelkov
C000538_sl_000	Upravljavci/upravljavke strojev za proizvodnjo prehrambnih in podobnih izdelkov
C000539_sl_000	Upravljavci/upravljavke procesnih strojev za predelavo lesa in proizvodnjo papirja
C000540_sl_000	Upravljavci/upravljavke procesnih strojev in naprav za pripravo papirjevine in proizvodnjo papirja
C000541_sl_000	Upravljavci/upravljavke strojev za predelavo lesa
C000542_sl_000	Drugi upravljavci/druge upravljavke strojev in naprav
C000543_sl_000	Upravljavci/upravljavke steklarskih in keramijskih strojev in naprav
C000544_sl_000	Upravljavci/upravljavke parnih strojev in kotlov
C000545_sl_000	Upravljavci/upravljavke strojev za pakiranje, ustekleničenje in označevanje
C000546_sl_000	Upravljavci/upravljavke strojev in naprav, d. n.
C000547_sl_000	Sestavljavci/sestavljavke
C000548_sl_000	Sestavljavci/sestavljavke
C000549_sl_000	Sestavljavci/sestavljavke mehanskih strojev
C000550_sl_000	Sestavljavci/sestavljavke električne in elektronske opreme
C000551_sl_000	Sestavljavci/sestavljavke, d. n.
C000552_sl_000	Vozniki/voznice, upravljavci/upravljavke transportnih naprav in premičnih strojev
C000553_sl_000	Vozniki/voznice železniških vozil ipd.
C000554_sl_000	Vozniki/voznice železniških vozil
C000555_sl_000	Železniški zavirači/železniške zaviračke, signalisti/signalistke, premikači/premikačice ipd.
C000556_sl_000	Vozniki/voznice osebnih vozil, lahkih dostavnih vozil in motornih koles
C000557_sl_000	Vozniki/voznice motornih koles
C000558_sl_000	Vozniki/voznice avtomobilov, taksijev in lahkih dostavnih vozil
C000559_sl_000	Vozniki/voznice težkih tovornjakov in avtobusov
C000560_sl_000	Vozniki/voznice avtobusov ipd.
C000561_sl_000	Vozniki/voznice težkih tovornjakov in vlačilcev
C000562_sl_000	Upravljavci/upravljavke premičnih naprav
C000563_sl_000	Upravljavci/upravljavke premičnih kmetijskih in gozdarskih strojev
C000564_sl_000	Upravljavci/upravljavke strojev za zemeljska dela ipd.
C000565_sl_000	Upravljavci/upravljavke žerjavov, dvigal ipd.
C000566_sl_000	Upravljavci/upravljavke težkih tovornjakov z dvigalom
C000567_sl_000	Krmarji/krmarke, ladijski/ladijske strojevodje, mornarji/mornarke ipd.
C000568_sl_000	Krmarji/krmarke, ladijski/ladijske strojevodje, mornarji/mornarke ipd.
C000569_sl_000	Poklici za preprosta dela
C000570_sl_000	Čistilci/čistilke, pralci/pralke, gospodinjski pomočniki/gospodinjske pomočnice ipd.
C000571_sl_000	Čistilci in pomočniki/čistilke in pomočnice na domu, v hotelih in pisarnah
C000572_sl_000	Čistilci/čistilke in gospodinjski pomočniki/gospodinjske pomočnice na domu
C000573_sl_000	Drugi čistilci/druge čistilke, strežniki/strežnice ipd.
C000574_sl_000	Ročni čistilci in pralci/ročne čistilke in pralke vozil, oken, perila ipd.
C000575_sl_000	Pralci/pralke in likalci/likalke
C000576_sl_000	Pralci vozil/pralke vozil
C000577_sl_000	Čistilci/čistilke oken
C000578_sl_000	Drugi čistilci/druge čistilke
C000579_sl_000	Delavci/delavke za preprosta kmetijska, gozdarska in ribiška dela
C000580_sl_000	Delavci/delavke za preprosta kmetijska, gozdarska in ribiška dela
C000581_sl_000	Delavci/delavke za preprosta poljedelska dela
C000582_sl_000	Delavci/delavke za preprosta živinorejska dela
C000583_sl_000	Delavci/delavke za preprosta kmetijska dela na mešanih kmetijah
C000584_sl_000	Delavci/delavke za preprosta vrtnarska in hortikulturna dela
C000585_sl_000	Delavci/delavke za preprosta gozdarska dela
C000586_sl_000	Delavci/delavke za preprosta ribiška in akvakulturna dela
C000587_sl_000	Delavci/delavke za preprosta dela v rudarstvu, gradbeništvu, predelovalnih dejavnostih in transportu
C000588_sl_000	Delavci/delavke za preprosta rudarska in gradbeniška dela
C000589_sl_000	Delavci/delavke za preprosta rudarska in kamnolomska dela
C000590_sl_000	Delavci/delavke za preprosta gradbena dela
C000591_sl_000	Delavci/delavke za preprosta dela pri visokih gradnjah
C000592_sl_000	Delavci/delavke za preprosta dela v predelovalnih dejavnostih
C000593_sl_000	Delavci/delavke za ročno pakiranje
C000594_sl_000	Delavci/delavke za preprosta dela v predelovalnih dejavnostih, d. n.
C000595_sl_000	Delavci/delavke za preprosta transportna in skladiščna dela
C000596_sl_000	Upravljavci/upravljavke ročnih vozičkov in vozil na pedale
C000597_sl_000	Vozniki vozil in strojev na živalsko vprego
C000598_sl_000	Delavci/delavke za preprosta prekladalna dela
C000599_sl_000	Delavci/delavke za polnjenje polic
C000600_sl_000	Pomočniki/pomočnice za pripravo hrane
C000601_sl_000	Pomočniki/pomočnice za pripravo hrane
C000602_sl_000	Pripravljavci/pripravljavke hitre hrane
C000603_sl_000	Kuhinjski pomočniki/kuhinjske pomočnice
C000604_sl_000	Delavci/delavke za preprosta poulična prodajna in storitvena dela
C000605_sl_000	Poulični prodajalci/poulične prodajalke in podobni storitveni poklici
C000606_sl_000	Poulični prodajalci/poulične prodajalke in podobni storitveni poklici
C000607_sl_000	Poulični prodajalci/poulične prodajalke (razen hrane)
C000608_sl_000	Poulični prodajalci/poulične prodajalke (razen hrane)
C000609_sl_000	Delavci/delavke za ravnanje z odpadki in drugi delavci/druge delavke za preprosta dela
C000610_sl_000	Delavci/delavke za ravnanje z odpadki
C000611_sl_000	Delavci/delavke za preprosta komunalna dela ipd.
C000612_sl_000	Razvrščevalci/razvrščevalke odpadkov
C000613_sl_000	Pometalci/pometalke, smetarji/smetarke ipd.
C000614_sl_000	Drugi delavci/druge delavke za preprosta dela
C000615_sl_000	Kurirji/kurirke, dostavljavci/dostavljavke ipd.
C000616_sl_000	Delavci/delavke za različna dela
C000617_sl_000	Odčitovalci/odčitovalke števcev in oskrbovalci/oskrbovalke prodajnih avtomatov
C000618_sl_000	Prinašalci/prinašalke vode in nabiralci/nabiralke lesa za kurjavo
C000619_sl_000	Delavci/delavke za preprosta dela, d. n.
C000620_sl_000	tehnični direktor/tehnična direktorica
C000620_sl_001	tehnična direktorica
C000620_sl_002	tehnična vodja
C000620_sl_003	tehnični direktor
C000620_sl_004	tehnični vodja
C000620_sl_005	vodja tehnike
C000621_sl_000	upravljavec/upravljavka stroja za vlečenje kovin
C000621_sl_001	upravljavec stroja za vlečenje cevi
C000621_sl_002	upravljavec stroja za vlečenje kovin
C000621_sl_003	upravljavec stroja za vlečenje žice
C000621_sl_004	upravljavka stroja za vlečenje cevi
C000621_sl_005	upravljavka stroja za vlečenje kovin
C000621_sl_006	upravljavka stroja za vlečenje žice
C000622_sl_000	kontrolor/kontrolorka preciznih instrumentov
C000622_sl_001	kontrolor preciznih instrumentov
C000622_sl_002	kontrolorka preciznih instrumentov
C000623_sl_000	tehnik/tehnica za varnost zračnega prometa
C000623_sl_001	tehnica za varnost zračnega prometa
C000623_sl_002	tehnik za varnost zračnega prometa
C000624_sl_000	upravljavec/upravljavka prihodkov v gostinstvu in turizmu
C000624_sl_001	upravljavec donosa gostinstvu in turizmu
C000624_sl_002	upravljavec prihodkov v gostinstvu in turizmu
C000624_sl_003	upravljavka donosa v gostinstvu in turizmu
C000624_sl_004	upravljavka prihodkov v gostinstvu in turizmu
C000625_sl_000	biomedicinski laboratorijski asistent/biomedicinska laboratorijska asistentka
C000625_sl_001	biomedicinska laboratorijska asistentka
C000625_sl_002	biomedicinska laboratorijska pomočnica
C000625_sl_003	biomedicinski laboratorijski asistent
C000625_sl_004	biomedicinski laboratorijski pomočnik
C000625_sl_005	obdukcijska pomočnica
C000625_sl_006	obdukcijski pomočnik
C000626_sl_000	laboratorijski tehnik/laboratorijska tehnica za asfalt
C000626_sl_001	laboratorijska tehnica za asfalt
C000626_sl_002	laboratorijski tehnik za asfalt
C000627_sl_000	pomočnik/pomočnica učitelja v osnovni šoli
C000627_sl_001	pomočnica učitelja v osnovni šoli
C000627_sl_002	pomočnik učitelja v osnovni šoli
C000628_sl_000	fizioterapevt/fizioterapevtka
C000628_sl_001	fizioterapevt
C000628_sl_002	fizioterapevtka
C000628_sl_003	športna fizioterapevtka
C000628_sl_004	športni fizioterapevt
C000629_sl_000	učitelj/učiteljica uprizoritvene umetnosti v gledališču
C000629_sl_001	učitelj uprizoritvene umetnosti v gledališču
C000629_sl_002	učiteljica uprizoritvene umetnosti v gledališču
C000630_sl_000	upravljavec/upravljavka naprave za hidrogeniranje
C000630_sl_001	upravljavec hidrogeniranja
C000630_sl_002	upravljavec naprave za hidrogenacijo
C000630_sl_003	upravljavec naprave za hidrogeniranje
C000630_sl_004	upravljavka hidrogeniranja
C000630_sl_005	upravljavka naprave za hidrogenacijo
C000630_sl_006	upravljavka naprave za hidrogeniranje
