C000001_lv_000	Armijas profesijas
C000472_lv_000	Tekstila, ādas un radniecīgu materiālu mākslas priekšmetu izgatavotāji
C000473_lv_000	Citur neklasificēti amatnieki
C000474_lv_000	Iespieddarbu strādnieki
C000475_lv_000	Burtliči
C000476_lv_000	Iespiedēji
C000477_lv_000	Grāmatu iesējēji un apdarinātāji
C000478_lv_000	Elektrisko un elektronikas iekārtu strādnieki
C000479_lv_000	Elektroiekārtu montētāji un labotāji
C000480_lv_000	Būvelektriķi un tiem radniecīgu nozaru elektriķi
C000481_lv_000	Elektroiekārtu mehāniķi un atslēdznieki
C000482_lv_000	Elektrolīniju mehāniķi un labotāji
C000483_lv_000	Elektronisko un telekomunikāciju iekārtu mehāniķi un labotāji
C000484_lv_000	Elektronikas mehāniķi un apkalpotāji
C000485_lv_000	Informācijas un komunikāciju tehnoloģiju uzstādītāji un apkalpotāji
C000486_lv_000	Pārtikas apstrādes un kokapstrādes strādnieki, apģērbu izgatavošanas un citi amatnieki un radniecīgo profesiju strādnieki
C000487_lv_000	Pārtikas apstrādes un radniecīgo profesiju strādnieki
C000488_lv_000	Miesnieki, zivju apstrādātāji un radniecīgo profesiju pārtikas apstrādātāji
C000489_lv_000	Maiznieki, konditori un konfekšu ražotāji
C000490_lv_000	Piena produktu ražotāji
C000491_lv_000	Augļu, dārzeņu un tiem līdzīgu produktu pārstrādātāji
C000492_lv_000	Pārtikas produktu un dzērienu degustatori
C000493_lv_000	Tabakas apstrādātāji un tās izstrādājumu ražotāji
C000494_lv_000	Kokapstrādes strādnieki, mēbeļu izgatavotāji un tiem radniecīgu profesiju strādnieki
C000495_lv_000	Koksnes pirmapstrādes strādnieki
C000496_lv_000	Mēbeļu un citu koka izstrādājumu ražotāji
C000497_lv_000	Kokapstrādes darbgaldu regulētāji un operatori
C000498_lv_000	Apģērbu izgatavotāji un tiem radniecīgu profesiju strādnieki
C000499_lv_000	Šuvēji un cepuru izgatavotāji
C000500_lv_000	Apģērbu un līdzīgu izstrādājumu modelētāji un piegriezēji
C000501_lv_000	Šuvēji, izšuvēji un radniecīgo profesiju strādnieki
C000502_lv_000	Mēbeļu apvilcēji un tiem radniecīgu profesiju strādnieki
C000503_lv_000	Kažokādu apstrādātāji un ādmiņi
C000504_lv_000	Kurpnieki un tiem radniecīgu profesiju strādnieki
C000505_lv_000	Citi amatnieki un strādnieki
C000506_lv_000	Ūdenslīdēji
C000507_lv_000	Spridzinātāji
C000508_lv_000	Produktu vērtētāji un izmēģinātāji (izņemot pārtiku un dzērienus)
C000509_lv_000	Dezinfektori un citi kaitēkļu un nezāļu iznīcinātāji
C000510_lv_000	Citur neklasificēti radniecīgo profesiju amatnieki un strādnieki
C000511_lv_000	Iekārtu un mašīnu operatori un izstrādājumu montieri
C000512_lv_000	Rūpniecisko iekārtu operatori
C000513_lv_000	Ieguves un minerālu apstrādes iekārtu operatori
C000514_lv_000	Karjera strādnieki
C000515_lv_000	Minerālu un akmens apstrādes iekārtu operatori
C000516_lv_000	Urbumu urbēji un tiem radniecīgu profesiju strādnieki
C000517_lv_000	Cementa ražošanas, akmens un citu minerālizejvielu apstrādes iekārtu operatori
C000518_lv_000	Metālu apstrādes un metālu virsmas apstrādes iekārtu operatori
C000519_lv_000	Metāla apstrādes iekārtu operatori
C000520_lv_000	Metālu virsmas apstrādes iekārtu operatori
C000521_lv_000	Ķīmisko un fotoizstrādājumu ražošanas iekārtu un mašīnu operatori
C000522_lv_000	Ķīmisko izstrādājumu ražošanas iekārtu un mašīnu operatori
C000523_lv_000	Fotoizstrādājumu ražošanas iekārtu operatori
C000524_lv_000	Gumijas, plastmasas un papīra izstrādājumu ražošanas iekārtu operatori
C000525_lv_000	Gumijas izstrādājumu ražošanas iekārtu operatori
C000526_lv_000	Plastmasas izstrādājumu ražošanas iekārtu operatori
C000527_lv_000	Papīra izstrādājumu ražošanas iekārtu operatori
C000528_lv_000	Tekstila, kažokādas un ādas izstrādājumu ražošanas iekārtu operatori
C000529_lv_000	Dzijas sagatavošanas, vērpšanas un šķeterēšanas mašīnu operatori
C000530_lv_000	Aušanas un adīšanas mašīnu operatori
C000531_lv_000	Šujmašīnu operatori
C000532_lv_000	Balināšanas, krāsošanas un audumu tīrīšanas mašīnu operatori
C000533_lv_000	Kažokādu un ādas apstrādes mašīnu operatori
C000534_lv_000	Apavu un tiem radniecīgu izstrādājumu ražošanas iekārtu operatori
C000535_lv_000	Veļas mazgājamo mašīnu operatori
C000536_lv_000	Citur neklasificēti tekstila, kažokādas un ādas izstrādājumu ražošanas iekārtu operatori
C000537_lv_000	Pārtikas un līdzīgu produktu ražošanas iekārtu operatori
C000538_lv_000	Pārtikas un līdzīgu produktu ražošanas iekārtu operatori
C000539_lv_000	Koksnes apstrādes un papīra ražošanas iekārtu operatori
C000540_lv_000	Papīra masas sagatavošanas un papīra ražošanas iekārtu operatori
C000541_lv_000	Koksnes apstrādes iekārtu operatori
C000542_lv_000	Citu rūpniecisko iekārtu un mašīnu operatori
C000543_lv_000	Stikla un keramikas ražošanas iekārtu operatori
C000544_lv_000	Tvaika turbīnu, dzinēju un boileru operatori
C000545_lv_000	Iepakošanas, iepildīšanas un marķēšanas iekārtu operatori
C000546_lv_000	Citur neklasificēti rūpniecisko iekārtu un mašīnu operatori
C000547_lv_000	Montieri
C000548_lv_000	Montieri
C000549_lv_000	Mehānisko mašīnu montieri
C000550_lv_000	Elektrisko un elektronisko iekārtu montieri
C000551_lv_000	Citur neklasificēti montieri
C000552_lv_000	Pašgājēju mašīnu un iekārtu vadītāji un celšanas iekārtu un mašīnu operatori
C000553_lv_000	Lokomotīvju mašīnisti un tiem radniecīgu profesiju strādnieki
C000554_lv_000	Lokomotīvju mašīnisti
C000555_lv_000	Dzelzceļa pārmijnieki, sakabinātāji un tiem radniecīgu profesiju darbinieki
C000556_lv_000	Transporta līdzekļu vadītāji
C000557_lv_000	Motociklu vadītāji
C000558_lv_000	Vieglo automobiļu, taksometru un mazietilpīgo kravas automobiļu un mikroautobusu vadītāji
C000559_lv_000	Smago kravas automobiļu un autobusu vadītāji
C000560_lv_000	Autobusu, trolejbusu un tramvaju vadītāji
C000561_lv_000	Smago kravas automobiļu ar piekabēm un autovilcienu vadītāji
C000562_lv_000	Lauksaimniecības, zemes darbu, celšanas un citu kraušanas iekārtu operatori
C000563_lv_000	Lauksaimniecības un mežsaimniecības mašīnu, mehānismu un iekārtu operatori
C000564_lv_000	Zemes racēju un tiem līdzīgu mašīnu operatori
C000565_lv_000	Autoceltņu un citu kraušanas iekārtu operatori
C000566_lv_000	Autoiekrāvēju operatori
C000567_lv_000	Kuģu komandas un tām radniecīgu profesiju darbinieki
C000568_lv_000	Kuģu komandas un tām radniecīgu profesiju darbinieki
C000569_lv_000	Vienkāršās profesijas
C000570_lv_000	Apkopēji un palīgi mājas darbos
C000571_lv_000	Māju, viesnīcu un biroju apkopēji un palīgi
C000572_lv_000	Mājstrādnieki
C000573_lv_000	Biroju, viesnīcu un citu iestāžu apkopēji
C000574_lv_000	Transporta līdzekļu, logu un veļas mazgātāji un citu ar rokām veicamu tīrīšanas darbu izpildītāji
C000575_lv_000	Veļas mazgātāji un gludinātāji
C000576_lv_000	Transportlīdzekļu mazgātāji
C000577_lv_000	Logu mazgātāji
C000578_lv_000	Citi tīrīšanas darbu veicēji
C000579_lv_000	Lauksaimniecības, mežsaimniecības un zivsaimniecības strādnieki
C000580_lv_000	Lauksaimniecības, mežsaimniecības un zivsaimniecības strādnieki
C000581_lv_000	Lauksaimniecības kultūru audzēšanas saimniecības strādnieki
C000582_lv_000	Mājlopu fermu strādnieki
C000583_lv_000	Jauktu lauksaimniecības kultūru un lopkopības fermu strādnieki
C000584_lv_000	Dārza un dārza kultūru strādnieki
C000585_lv_000	Mežstrādnieki
C000586_lv_000	Zivsaimniecības un akvakultūras jomas strādnieki
C000587_lv_000	Raktuvju, būvniecības, ražošanas un transporta nozares strādnieki
C000588_lv_000	Raktuvju un būvniecības strādnieki
C000589_lv_000	Raktuvju un karjeru strādnieki
C000590_lv_000	Būvniecības strādnieki
C000591_lv_000	Ēku būvniecības strādnieki
C000592_lv_000	Rūpniecības strādnieki
C000593_lv_000	Iesaiņotāji
C000594_lv_000	Citur neklasificēti rūpniecības strādnieki
C000595_lv_000	Transporta strādnieki un krāvēji
C000596_lv_000	Ar roku vai pedāļiem darbināmu transportlīdzekļu vadītāji
C000597_lv_000	Kučieri
C000598_lv_000	Krāvēji
C000599_lv_000	Preču izvietotāji
C000600_lv_000	Pārtikas produktu sagatavošanas palīgstrādnieki
C000601_lv_000	Pārtikas produktu sagatavošanas palīgstrādnieki
C000602_lv_000	Pārtikas sagatavotāji ātrās ēdināšanas uzņēmumos
C000603_lv_000	Virtuves strādnieki
C000604_lv_000	Ielu strādnieki un ielu pārdevēji
C000605_lv_000	Ielu strādnieki un tiem radniecīgu profesiju strādnieki
C000606_lv_000	Ielu strādnieki un tiem radniecīgu profesiju strādnieki
C000607_lv_000	Ielu pārdevēji (izņemot pārtikas preces)
C000608_lv_000	Ielu pārdevēji (izņemot pārtikas preces)
C000609_lv_000	Atkritumu savācēji un citu vienkāršo profesiju strādnieki
C000610_lv_000	Atkritumu savācēji
C000611_lv_000	Atkritumu savākšanas un pārstrādes strādnieki
C000612_lv_000	Atkritumu šķirotāji
C000613_lv_000	Sētnieki un radniecīgu profesiju strādnieki
C000614_lv_000	Citi vienkāršo profesiju strādnieki
C000615_lv_000	Kurjeri, sūtījumu piegādātāji un bagāžas nesēji
C000616_lv_000	Gadījuma darbu strādnieki
C000617_lv_000	Skaitītāju nolasītāji un pārdošanas automātu naudas savācēji
C000618_lv_000	Ūdensnesēji un malkas vācēji
C000619_lv_000	Citur neklasificēti vienkāršo profesiju strādnieki
C000620_lv_000	tehniskais direktors
C000620_lv_001	tehniskā direktore
C000621_lv_000	metāla stiepšanas iekārtas operators
C000621_lv_001	metāla stiepšanas iekārtas operatore
C000622_lv_000	precīzijas mehānismu inspektors
C000622_lv_001	precīzijas mehānismu inspektore
C000623_lv_000	gaisa satiksmes drošības tehniķis
C000623_lv_001	gaisa satiksmes drošības inženieris
C000623_lv_002	gaisa satiksmes drošības tehniķe
C000624_lv_000	viesmīlības ieņēmumu vadītājs
C000624_lv_001	viesmīlības analītiķe
C000624_lv_002	viesmīlības analītiķis
C000624_lv_003	viesmīlības ieņēmumu vadības menedžere
C000624_lv_004	viesmīlības ieņēmumu vadības menedžeris
C000625_lv_000	medicīnas laborants
C000625_lv_001	biomedicīnas laborants
C000625_lv_002	laboratorijas speciālists
C000625_lv_003	medicīnas laborante
C000625_lv_004	medicīniskās laboratorijas speciālists
C000626_lv_000	ceļu virsmas kvalitātes kontrolieris
C000626_lv_001	ceļu virsmas kvalitātes kontroliere
C000627_lv_000	pamatskolas skolotāja palīgs
C000627_lv_001	pamatskolas skolotāja palīdze
C000628_lv_000	fizioterapeits
C000628_lv_001	fizioterapeite
C000629_lv_000	teātra mākslas pasniedzējs
C000629_lv_001	teātra mākslas pasniedzēja
C000630_lv_000	hidrogenēšanas iekārtas operators
C000630_lv_001	hidrogenēto tauku ražošanas operators
C000630_lv_002	hidrogenēšanas iekārtas operatore
C000631_lv_000	makaronu ražošanas operators
C000631_lv_001	makaronu ražošanas iekārtas operatore
C000631_lv_002	makaronu ražošanas iekārtas operators
C000631_lv_003	makaronu ražošanas operatore
C000632_lv_000	tabakas izstrādājumu veikala vadītājs
C000632_lv_001	cigāru veikala vadītājs
C000632_lv_002	tabakas izstrādājumu veikala vadītāja
C000633_lv_000	iekārtu, aprīkojuma un preču nomas pārstāvis
C000633_lv_001	citu mašīnu, tehnikas, aprīkojuma un materiālo preču nomas pārstāve
C000633_lv_002	citu mašīnu, tehnikas, aprīkojuma un materiālo preču nomas pārstāvis
C000634_lv_000	ieguves rūpniecības kartogrāfs
C000634_lv_001	ieguves rūpniecības kartogrāfe
C000635_lv_000	pārtikas drošuma speciālists
C000635_lv_001	pārtikas drošuma speciāliste
C000636_lv_000	lauksaimniecības tehnikas tehniķis
C000636_lv_001	lauksaimniecības tehnikas tehniķe
C000636_lv_002	sauszemes tehnikas tehniķe
C000636_lv_003	sauszemes tehnikas tehniķis
C000637_lv_000	autobusa vadītājs
C000637_lv_001	autobusa vadītāja
C000638_lv_000	gaļas un gaļas produktu importa un eksporta vadītājs
C000638_lv_001	gaļas un gaļas produktu importa un eksporta vadītāja
C000639_lv_000	mājokļu politikas speciālists
C000639_lv_001	mājokļu politikas referente
C000639_lv_002	mājokļu politikas referents
C000640_lv_000	galvenais šefpavārs
C000640_lv_001	galvenā šefpavāre
C000640_lv_002	virspavārs
C000640_lv_003	šefpavārs
C000641_lv_000	neausto šķiedru ražošanas operators
C000641_lv_001	neausto šķiedru ražošanas operatore
C000641_lv_002	sintētisko šķiedru ražošanas operators
C000642_lv_000	augstākās izglītības iestādes vadītājs
C000642_lv_001	augstākās izglītības iestādes vadītāja
C000642_lv_002	prorektors
C000642_lv_003	rektors
C000643_lv_000	izolēšanas uzraugs
C000643_lv_001	akustikas izolēšanas uzraugs
C000643_lv_002	hidro un siltumizolēšanas uzraugs
C000643_lv_003	izolēšanas uzraudze
C000643_lv_004	ēku siltināšanas uzraugs
C000644_lv_000	demontāžas inženieris
C000644_lv_001	demontāžas inženiere
C000645_lv_000	apdrošināšanas prasību noregulēšanas speciālists
C000645_lv_001	apdrošināšanas prasību noregulēšanas speciāliste
C000646_lv_000	apģērbu izstrādes vadītājs
C000646_lv_001	apģērbu izstrādes vadītāja
C000647_lv_000	nitroglicerīna separatora operators
C000647_lv_001	nitroglicerīna separatora operatore
C000648_lv_000	biomedicīnas inženieris
C000648_lv_001	biomedicīnas inženiere
C000649_lv_000	likumīgais aizbildnis
C000649_lv_001	juridiskais aizbildnis
C000649_lv_002	likumīgā aizbildne
C000650_lv_000	audējs
C000650_lv_001	audēja
C000651_lv_000	flīzētājs
C000651_lv_001	flīzētāja
C000651_lv_002	flīžu licējs
C000652_lv_000	apavu un ādas izstrādājumu veikala vadītājs
C000652_lv_001	apavu un ādas izstrādājumu veikala vadītāja
C000653_lv_000	tūrisma operatora vadītājs
C000653_lv_001	tūrisma operatora menedžere
C000653_lv_002	tūrisma operatora menedžeris
C000653_lv_003	tūrisma operatora vadītāja
C000654_lv_000	biškopis
C000654_lv_001	biškope
C000654_lv_002	dravinieks
C000655_lv_000	jurista administratīvais palīgs
C000655_lv_001	jurista administratīvā palīdze
C000656_lv_000	naftas sūkņu sistēmas operators
C000656_lv_001	naftas sūkņu sistēmas operatore
C000657_lv_000	aizsargapģērba šuvējs
C000657_lv_001	aizsargapģērba šuvēja
C000658_lv_000	metāla pārklāšanas iekārtu operators
C000658_lv_001	metāla pārklāšanas iekārtu operatore
C000659_lv_000	akvakultūras inkubatora vadītājs
C000659_lv_001	akvakultūras dzīvnieku audzētavas vadītājs
C000659_lv_002	akvakultūras inkubatora vadītāja
C000659_lv_003	zivjaudzētavas vadītājs
C000660_lv_000	zobratu atslēdznieks
C000660_lv_001	zobratu atslēdzniece
C000661_lv_000	viesu uzņemšanas dienesta vadītājs
C000661_lv_001	viesu uzņemšanas dienesta menedžere
C000661_lv_002	viesu uzņemšanas dienesta menedžeris
C000661_lv_003	viesu uzņemšanas dienesta vadītāja
C000662_lv_000	keramikas apgleznotājs
C000662_lv_001	apgleznotājs
C000662_lv_002	keramikas apgleznotāja
C000663_lv_000	telesakaru inženieris
C000663_lv_001	telesakaru inženiere
C000663_lv_002	telesakaru izstrādātāja
C000663_lv_003	telesakaru izstrādātājs
C000663_lv_004	telesakaru projektētāja
C000663_lv_005	telesakaru projektētājs
C000663_lv_006	telesakaru projektēšanas inženiere
C000663_lv_007	telesakaru projektēšanas inženieris
C000663_lv_008	telesakaru tehnologs
C000663_lv_009	telesakaru tehnoloģe
C000664_lv_000	pieaugušo lasītprasmes uzlabošanas speciālists
C000664_lv_001	pieaugušo lasītprasmes speciālists
C000664_lv_002	pieaugušo lasītprasmes uzlabošanas speciāliste
C000665_lv_000	kvalitātes vadītājs apavu ražošanas jomā
C000665_lv_001	apavu ražošanas kvalitātes sistēmu vadītājs
C000665_lv_002	kvalitātes kontroles vadītājs apavu ražošanas jomā
C000665_lv_003	kvalitātes vadītāja apavu ražošanas jomā
C000666_lv_000	smidzinātāju montētājs
C000666_lv_001	automātisko ūdens ugunsdzēsības sistēmu montētājs
C000666_lv_002	smidzinātāju montētāja
C000666_lv_003	sprinkleru montētājs
C000667_lv_000	elektronisko ierīču, telesakaru iekārtu un to daļu izplatīšanas vadītājs
C000667_lv_001	elektronisko ierīču, telekomunikācijas iekārtu un to daļu sadales vadītāja
C000667_lv_002	elektronisko ierīču, telekomunikācijas iekārtu un to daļu sadales vadītājs
C000668_lv_000	vidusskolas speciālās izglītības skolotājs
C000668_lv_001	speciālās izglītības skolotāja vidusskolā
C000668_lv_002	speciālās izglītības skolotājs vidusskolā
C000669_lv_000	producēšanas vadītājs
C000669_lv_001	filmas producēšanas vadītājs
C000669_lv_002	izrādes producēšanas vadītājs
C000669_lv_003	producēšanas vadītāja
C000670_lv_000	metāla ražošanas vadītājs
C000670_lv_001	metāla ražošanas vadītāja
C000671_lv_000	lidaparātu dzinēju montieris
C000671_lv_001	gaisa kuģu dzinēju montiere
C000671_lv_002	gaisa kuģu dzinēju montieris
C000671_lv_003	lidmašīnu dzinēju montieris
C000672_lv_000	karjera izstrādes inženieris
C000672_lv_001	karjera inženieris
C000672_lv_002	karjera izstrādes inženiere
C000673_lv_000	audioloģisko iekārtu veikala vadītājs
C000673_lv_001	audioloģisko iekārtu veikala vadītāja
C000674_lv_000	saimniecības preču un krāsu pārdevējs
C000674_lv_001	pārdevējs konsultants saimniecības preču veikalā
C000674_lv_002	saimniecības preču un krāsu pārdevēja
C000675_lv_000	pamatskolas skolotājs
C000675_lv_001	pamatizglītības pedagogs
C000675_lv_002	pamatizglītības skolotājs
C000675_lv_003	sākumizglītības skolotājs
C000675_lv_004	sākumskolas skolotājs
C000675_lv_005	vispārējās pamatizglītības skolotājs
C000676_lv_000	tramvaja vadītājs
C000676_lv_001	tramvaja vadītāja
C000677_lv_000	konteineru montāžas uzraugs
C000677_lv_001	konteinerveida iekārtu montāžas uzraudze
C000677_lv_002	konteinerveida iekārtu montāžas uzraugs
C000678_lv_000	apģērbu ražošanas noliktavas darbinieks
C000678_lv_001	apģērbu ražošanas noliktavas darbiniece
C000679_lv_000	administratīvais asistents
C000679_lv_001	administratīvais sekretārs
