C000001_sv_000	Militära yrken
C000571_sv_000	Städare i privata hem, på hotell och kontor m.m.
C000572_sv_000	Hemservicepersonal
C000573_sv_000	Hotell- och kontorsstädare m.fl.
C000574_sv_000	Tvättare, fönsterputsare och övriga rengöringsarbetare
C000575_sv_000	Tvättare och strykare
C000576_sv_000	Biltvättare
C000577_sv_000	Fönsterputsare
C000578_sv_000	Övriga rengöringsarbetare
C000579_sv_000	Yrken med krav på kortare utbildning eller introduktion inom lantbruk, skogsbruk och fiske
C000580_sv_000	Medhjälpare inom jordbruk, skogsbruk och fiske
C000581_sv_000	Medhjälpare, växtodling
C000582_sv_000	Medhjälpare, djuruppfödning
C000583_sv_000	Medhjälpare, växtodling och djuruppfödning, blandad drift
C000584_sv_000	Medhjälpare, trädgårdsodling
C000585_sv_000	Medhjälpare, skogbruk
C000586_sv_000	Medhjälpare, fiske och vattenbruk
C000587_sv_000	Yrken med krav på kortare utbildning eller introduktion inom gruvdrift, tillverkning, byggverksamhet och transport
C000588_sv_000	Grovarbetare inom gruvdrift och byggverksamhet
C000589_sv_000	Gruvarbetare, gruvor och stenbrott
C000590_sv_000	Grovarbetare, anläggningsverksamhet
C000591_sv_000	Grovarbetare, byggnadsverksamhet
C000592_sv_000	Handpaketerare och andra fabriksarbetare
C000593_sv_000	Handpaketerare
C000594_sv_000	Övriga fabriksarbetare
C000595_sv_000	Godshanterare m.fl.
C000596_sv_000	Cykelförare
C000597_sv_000	Förare av djurdragna fordon
C000598_sv_000	Hamnarbetare, ramppersonal m.fl.
C000599_sv_000	Varupåfyllare
C000600_sv_000	Snabbmatspersonal, köks- och restaurangbiträden m.fl.
C000601_sv_000	Snabbmatspersonal, köks- och restaurangbiträden m.fl.
C000602_sv_000	Snabbmatspersonal och pizzabagare
C000603_sv_000	Restaurang- och köksbiträden m.fl.
C000604_sv_000	Gatuförsäljning m.m.
C000605_sv_000	Skoputsare m.fl.
C000606_sv_000	Skoputsare m.fl.
C000607_sv_000	Ambulerande gatuförsäljare (utom mat)
C000608_sv_000	Ambulerande gatuförsäljare (utom mat)
C000609_sv_000	Återvinningsarbetare, tidningsdistributörer och övriga servicearbetare
C000610_sv_000	Renhållningsarbetare
C000611_sv_000	Renhållningsarbetare
C000612_sv_000	Avfallssorterare
C000613_sv_000	Gatsopare m.fl.
C000614_sv_000	Tidningsdistributörer, vaktmästare och övriga servicearbetare
C000615_sv_000	Reklam- och tidningsdistributörer m.fl.
C000616_sv_000	Diversearbetare
C000617_sv_000	Mätaravläsare
C000618_sv_000	Vattenhämtare och vedinsamlare
C000619_sv_000	Övriga servicearbetare
C000620_sv_000	teknisk ledare
C000621_sv_000	dragpressare, metall
C000622_sv_000	kvalitetskontrollant, precisionsinstrument
C000622_sv_001	kontrollant, precisionsinstrument
C000622_sv_002	kontrollant, precisionsutrustning
C000622_sv_003	kvalitetskontrollant, precisionsutrustning
C000623_sv_000	flygtekniker, luftfartssäkerhet
C000623_sv_001	tekniker, luftfartssäkerhet
C000624_sv_000	revenue manager, hotellbranschen
C000624_sv_001	ansvarig för intäktsoptimering på hotell
C000624_sv_002	revenue managers för hotell
C000625_sv_000	laboratorieassistent
C000626_sv_000	laboratorietekniker, asfalt
C000627_sv_000	lärarassistent, grundskola
C000627_sv_001	lärarassistent, grundskolan
C000627_sv_002	lärarassistent, grundskolan 1-6
C000627_sv_003	lärarresurs
C000627_sv_004	pedagogassistent
C000628_sv_000	fysioterapeut
C000628_sv_001	sjukgymnast
C000629_sv_000	lärare, teaterhögskola
C000630_sv_000	maskinförare med ansvar för hydreringsmaskin
C000630_sv_001	hydreringsmaskinförare
C000630_sv_002	vätskemaskinförare
C000631_sv_000	pastaansvarig
C000631_sv_001	ansvariga för pastamaskin
C000631_sv_002	pastamaskinsansvarig
C000631_sv_003	pastamaskinskötare
C000631_sv_004	skötare av pastamaskin
C000632_sv_000	butikschef, tobaksvaror
C000632_sv_001	butikschef, tobak
C000633_sv_000	uthyrare, maskiner, utrustning och materiella tillgångar
C000634_sv_000	projekteringsingenjör, gruv och metallurgi
C000635_sv_000	specialist, livsmedelssäkerhet
C000636_sv_000	lantbruksmaskinstekniker
C000636_sv_001	expert på lantbruksmaskiner
C000636_sv_002	mekaniker för lantbruksmaskiner
C000636_sv_003	tekniker för lantbruksmaskiner
C000637_sv_000	bussförare
C000637_sv_001	busschaufför
C000638_sv_000	importchef, kött och köttvaror
C000638_sv_001	exportchef, kött och köttvaror
C000639_sv_000	handläggare, offentlig förvaltning, bostadsfrågor
C000639_sv_001	utredare, offentlig förvaltning, bostadsfrågor
C000640_sv_000	köksmästare
C000640_sv_001	chefskock
C000640_sv_002	köksmästaren
C000641_sv_000	maskinoperatör, fiberduk
C000641_sv_001	maskinoperatör, fibertyg
C000642_sv_000	högskolerektor
C000642_sv_001	rektor, högskola
C000642_sv_002	rektor, universitet
C000642_sv_003	universitetsrektor
C000643_sv_000	arbetsledare, isolering
C000644_sv_000	ingenjör, avveckling
C000644_sv_001	avvecklingsingenjör
C000645_sv_000	skadereglerare
C000645_sv_001	besiktningsman
C000645_sv_002	skadeinspektör, försäkring
C000646_sv_000	produktutvecklingschef, kläder
C000647_sv_000	maskinoperatör, sprängämnen och pyroteknik
C000647_sv_001	nitroglycerinseparationsoperatör
C000647_sv_002	nitroglycerinseparatoroperatör
C000648_sv_000	ingenjör, biomedicin
C000649_sv_000	förmyndare
C000650_sv_000	handvävare
C000650_sv_001	vävare
C000650_sv_002	väverska
C000651_sv_000	plattsättare
C000651_sv_001	kakelsättare
C000652_sv_000	butikschef, skor och lädervaror
C000652_sv_001	butikschef, skoaffär
C000653_sv_000	chef på researrangörsföretag
C000653_sv_001	ansvarig för researrangörsföretag
C000653_sv_002	chef på företag med researrangörer
C000653_sv_003	chefer på researrangörsföretag
C000653_sv_004	researrangörsföretagsansvarig
C000654_sv_000	biodlare
C000654_sv_001	biuppfödare
C000655_sv_000	advokatsekreterare
C000655_sv_001	juristassistent
C000655_sv_002	kvalificerad juridisk handläggare
C000655_sv_003	paralegal
C000656_sv_000	processövervakare, petroleumindustri
C000657_sv_000	tillverkare, skyddskläder
C000657_sv_001	fabrikant, skyddskläder
C000658_sv_000	maskinskötare, lackering
C000658_sv_001	ytbehandlingsmaskinoperatör
C000659_sv_000	kläckeriansvarig vid vattenbruk
C000659_sv_001	ansvarig för kläckeri vid vattenbruk
C000660_sv_000	FMS-operatör
C000660_sv_001	maskinarbetare, kugghjulstillverkning
C000661_sv_000	rumschef
C000661_sv_001	ansvarig för rum
C000661_sv_002	bokningsansvarig
C000661_sv_003	chef för rum
C000661_sv_004	huvudreceptionist
C000661_sv_005	rumchef
C000661_sv_006	rumsansvarig
C000661_sv_007	rumschefer
C000661_sv_008	rumsledare
C000662_sv_000	dekoratör, keramik
C000662_sv_001	keramikkonstnär
C000662_sv_002	kermikmålare
C000663_sv_000	telekommunikationsingenjör
C000663_sv_001	ingenjör för telekom
C000663_sv_002	ingenjör inom telekommunikation
C000663_sv_003	kommunikationsingenjör
C000663_sv_004	telekomingenjör
C000663_sv_005	telekommunikationsdesigner
C000664_sv_000	lärare i läs- och skrivkunnighet, vuxenutbildning
C000665_sv_000	kvalitetschef, skor
C000665_sv_001	kvalitetsansvarig, skor
C000666_sv_000	sprinklermontör
C000666_sv_001	brandlarmsinstallatör
C000666_sv_002	brandlarmsmontör
C000666_sv_003	brandlarmstekniker
C000666_sv_004	installationsmontör, sprinkler
C000666_sv_005	installationstekniker, larm
C000666_sv_006	larm- och säkerhetstekniker
C000666_sv_007	larminstallatör
C000666_sv_008	larmtekniker
C000666_sv_009	sprinklerinstallatör
C000667_sv_000	distributionschef, elektronik och telekommunikationsutrustning
C000667_sv_001	logistikchef, elektronik och telekommunikationsutrustning
C000668_sv_000	speciallärare, gymnasieskola
C000669_sv_000	produktionsledare
C000669_sv_001	inspelningsansvarig
C000669_sv_002	inspelningschef
C000669_sv_003	inspelningsledare
C000669_sv_004	produktionsansvarig
C000669_sv_005	produktionschef
C000670_sv_000	produktionschef, metallindustri
C000671_sv_000	motormontör, flygplan
C000672_sv_000	bergsingenjör
C000673_sv_000	butikschef, hörselhjälpmedel
C000673_sv_001	butikschef, hörapparater
C000674_sv_000	specialiserad säljare, järn- och färghandel
C000674_sv_001	butikssäljare, bygghandel
C000674_sv_002	butikssäljare, färghandel
C000674_sv_003	butikssäljare, järnhandel
C000675_sv_000	grundskollärare
C000676_sv_000	spårvagnsförare
C000677_sv_000	arbetsledare, tillverkning behållare
C000678_sv_000	lageroperatör, konfektion
C000679_sv_000	administratör
C000680_sv_000	ansvarig för kaffekvarn
C000680_sv_001	ansvariga för kaffekvarn
C000680_sv_002	kaffekvarnsansvarig
C000680_sv_003	kaffekvarnskötare
C000680_sv_004	person med ansvar för kaffekvarn
C000681_sv_000	vårdadministratör
C000682_sv_000	säkerhetsadministratör, it
C000682_sv_001	it-säkerhetsadministratör
C000682_sv_002	säkerhetsadministratör, IKT
C000683_sv_000	arbetsledare, murning
C000684_sv_000	sjukhusfysiker
C000684_sv_001	MPE
C000684_sv_002	medicinsk fysik specialist
C000684_sv_003	medicinsk strålning fysik säkerhet specialist
C000684_sv_004	specialist inom medicinsk fysik
C000685_sv_000	processoperatör, asfalt
C000685_sv_001	skiffermaskinoperatör
C000686_sv_000	maskinkonstruktör, fartyg
C000687_sv_000	chef, auktionshus
C000687_sv_001	chef, auktionsfirma
C000688_sv_000	programvaruanalytiker
C000688_sv_001	programanalytiker
C000688_sv_002	programkravsanalytiker
C000688_sv_003	programkravsutvärderare
C000688_sv_004	programmeraranalytiker
C000688_sv_005	programmerarutvärderare
C000688_sv_006	programutvärderare
C000689_sv_000	redovisningschef
C000690_sv_000	gjuterichef
C000690_sv_001	produktionschef (gjuteri)
C000691_sv_000	marknadsspecialist
C000691_sv_001	kategorispecialist
C000691_sv_002	leveransspecialist
C000691_sv_003	upphandlingsspecialist
C000692_sv_000	kommunikationselektriker
C000692_sv_001	tekniker för telekom
C000692_sv_002	tekniker för telekommunikation
C000692_sv_003	telekommunikationsexpert
C000692_sv_004	telekomtekniker
C000693_sv_000	demonstratör
C000693_sv_001	butiksdemonstratör
C000694_sv_000	sjöfartsinstruktör
C000695_sv_000	valutahandlare
C000695_sv_001	trader, valutamarknaden
C000696_sv_000	tekniker, rymdindustrin
C000696_sv_001	högskoleingenjör, rymdteknik
C000696_sv_002	satellitingenjör
C000696_sv_003	systemingenjör
C000697_sv_000	maskinoperatör, bordsåg
C000698_sv_000	arbetsledare, brobyggnation
C000698_sv_001	arbetsledare, betong- och brobyggnation
C000699_sv_000	murare
C000699_sv_001	betongarbetare
C000699_sv_002	kakelsättare
C000699_sv_003	kakelugnsmakare
C000699_sv_004	stuckatör
C000700_sv_000	styckare
C000700_sv_001	ansvarig för urbening
C000700_sv_002	köttdelare
C000700_sv_003	köttputsare
C000700_sv_004	putsare av kött
C000700_sv_005	styckarna
C000701_sv_000	kriminolog
C000702_sv_000	videotekniker
C000702_sv_001	VB-tekniker
C000703_sv_000	specialiserad säljare, fisk och skaldjur
C000703_sv_001	butiksäljare, fisk och skaldjur
C000703_sv_002	fisk- och skaldjursförsäljare
C000703_sv_003	försäljare, fiskaffär
C000704_sv_000	produktionschef, olje- och gasindustri
C000704_sv_001	produktionschef, gasindustri
C000704_sv_002	produktionschef, oljeindustri
C000705_sv_000	kvalitetsingenjör, metallurgi
C000705_sv_001	kvalitetstekniker, metallurgi
C000705_sv_002	laboratorieingenjör, metallurgi
C000705_sv_003	malmletare
C000705_sv_004	metallurg
C000705_sv_005	planeringstekniker, metallurgi
C000705_sv_006	produktionstekniker, gruv, metallurgi
C000705_sv_007	serviceingenjör, metallurgi
C000706_sv_000	textilspinningstekniker
C000707_sv_000	golvläggare, textil, plast, linoleum, kork
C000707_sv_001	golvläggare, vinylgolv
C000708_sv_000	kvalitetstekniker, textil
C000709_sv_000	arbetare i tobakslager
C000709_sv_001	arbetarna i tobakslager
C000709_sv_002	arbetstagare i tobakslager
C000709_sv_003	personal i tobakslager
C000709_sv_004	tobakslagerarbetare
C000710_sv_000	emaljör
C000710_sv_001	emaljerare
C000711_sv_000	rekryteringskonsult
C000712_sv_000	aktuariekonsult
C000713_sv_000	ljusdesigner, föreställning
C000714_sv_000	dansrepetitör
C000715_sv_000	fordonselektriker, bilbatteri
C000716_sv_000	skodesigner
C000716_sv_001	skoformgivare
C000717_sv_000	personalansvarig, arbetsförmedling
C000718_sv_000	gradör
C000719_sv_000	generaldirektör
C000719_sv_001	chef inom offentlig förvaltning
C000719_sv_002	generaldirektör vid myndighet
C000719_sv_003	kommundirektör
C000719_sv_004	landstingsdirektör
C000719_sv_005	organisationschef
C000719_sv_006	verksamhetschef inom offentlig förvaltning
C000720_sv_000	kredithandläggare
C000721_sv_000	arbetsledare, VVS
C000722_sv_000	finansanalytiker, värdepapper
C000722_sv_001	värdepappersanalytiker
C000723_sv_000	dansare
C000724_sv_000	beställningsskomakare
C000724_sv_001	beställningskomakare
C000724_sv_002	handskomakare
C000725_sv_000	domare
C000726_sv_000	marionettmakare
C000727_sv_000	flexotryckare
C000728_sv_000	tillförlitlighetstekniker
C000728_sv_001	RAM-ingenjör
C000728_sv_002	RAMS-ingenjör
C000728_sv_003	pålitlighet och säkerhetsingenjör
C000728_sv_004	tillförlitlighetsingenjör
C000729_sv_000	integrationsingenjör
C000729_sv_001	IKT-integrationsingenjörer
C000729_sv_002	expert på programvaruintegration
C000729_sv_003	ingenjör för IKT-integration
C000729_sv_004	ingenjör för programvaruintegration
C000729_sv_005	systemintegrationsexpert
C000729_sv_006	systemintegrationsingenjör
C000730_sv_000	prognosmeteorolog
C000731_sv_000	gatukonstnär
C000732_sv_000	spachef
C000733_sv_000	professionell idrottare
C000733_sv_001	idrottskvinna
C000733_sv_002	idrottsman
C000733_sv_003	professionell idrottsutövare
C000734_sv_000	specialiserad veterinär
C000734_sv_001	akutveterinär
C000734_sv_002	internmedicinsk veterinär för hästar
C000734_sv_003	internmedicinsk veterinär för sällskapsdjur
C000734_sv_004	specialiserade veterinärer
C000734_sv_005	vetenskapsman för fjäderfä
C000734_sv_006	veterinär anestesispecialist
C000734_sv_007	veterinär för diagnostisk bildtagning
C000734_sv_008	veterinär för djurs beteende
C000734_sv_009	veterinär för grisar
C000734_sv_010	veterinär för idrott och rehabilitering
C000734_sv_011	veterinär för laboratoriedjur
C000734_sv_012	veterinär för nötkreatur
C000734_sv_013	veterinär för små däggdjur
C000734_sv_014	veterinär för små idisslande djurs hälsa
C000734_sv_015	veterinär för vattenlevande djur
C000734_sv_016	veterinär för vilda djur
C000734_sv_017	veterinär i zoologisk medicin
C000734_sv_018	veterinär mikrobiolog
C000734_sv_019	veterinär specialiserad på fortplantning för djur
C000734_sv_020	veterinärdermatolog
C000734_sv_021	veterinärdietist
C000734_sv_022	veterinärfarmakolog och toxikolog
C000734_sv_023	veterinärkardiolog
C000734_sv_024	veterinärklinisk patolog
C000734_sv_025	veterinärneurologer
C000734_sv_026	veterinäronkolog
C000734_sv_027	veterinärparasitolog
C000734_sv_028	veterinärtandläkare
C000734_sv_029	veterinärögonläkare
C000735_sv_000	scentekniker, motordrivet råsystem
C000736_sv_000	drifttagningstekniker
C000736_sv_001	installations- och idrifttagningstekniker
C000737_sv_000	affärsområdeschef
C000737_sv_001	produktområdeschef
C000737_sv_002	regionchef
C000738_sv_000	sökmotoroptimerare
C000738_sv_001	SEO
C000738_sv_002	expert, SEO
C000738_sv_003	expert, sökmotoroptimering
C000738_sv_004	expert, sökmotorsoptimering
C000738_sv_005	sökmotorsoptimerare
C000738_sv_006	sökmotorsoptimeringsexpert
C000739_sv_000	vatten- och avloppstekniker
C000739_sv_001	avloppstekniker
C000739_sv_002	driftmaskinist, vattenverk
C000739_sv_003	drifttekniker, vattenverk
C000739_sv_004	maskintekniker, vattenverk
C000739_sv_005	servicetekniker, vattenrening
C000739_sv_006	vattenverksmaskinist
C000740_sv_000	ungdomsinformatör
C000740_sv_001	fritidschef
C000740_sv_002	fältinformationsarbetare
C000740_sv_003	informations- och ungdomsrådgivare
C000740_sv_004	informationskonsult för ungdomar
C000740_sv_005	informationsleverantör för ungdomar
C000740_sv_006	informationsuppdragsledare
C000740_sv_007	karriärvägledare för ungdomar
C000740_sv_008	skolarbetare
C000740_sv_009	ungdomens informationsexpert
C000740_sv_010	ungdomsagent
C000740_sv_011	ungdomscentralchef
C000740_sv_012	ungdomsförmedlare
C000740_sv_013	ungdomsinformation animatör
C000740_sv_014	ungdomskarriärkonsult
C000740_sv_015	ungdomskonsult
C000740_sv_016	ungdomsmentor
C000740_sv_017	ungdomsmoderator
C000740_sv_018	ungdomsprojektkonsult
C000740_sv_019	ungdomsrådgivare
C000741_sv_000	köpare av råkaffe
C000741_sv_001	konsument av grönt kaffe
C000741_sv_002	konsument av orostat kaffe
C000741_sv_003	köparen av råkaffe
C000741_sv_004	råkaffeköpare
C000742_sv_000	lektor, nationalekonomi
C000743_sv_000	bildelsspecialist
C000743_sv_001	bildelspecialist
C000743_sv_002	reservdelsspecialist
C000744_sv_000	frisör
C000744_sv_001	damfrisör
C000744_sv_002	herrfrisör
C000744_sv_003	hårfrisör
C000744_sv_004	hårolog
C000745_sv_000	konservator
C000746_sv_000	programledare
C000747_sv_000	golfinstruktör
C000747_sv_001	golflärare
C000748_sv_000	energiexpert specialiserad på bostäder
C000749_sv_000	medlemsadministratör
C000750_sv_000	skomakare, pinnare
C000751_sv_000	barnflicka
C000751_sv_001	barnpassare
C000751_sv_002	barnvakt
C000751_sv_003	nanny
C000752_sv_000	grossist, parfymer och kosmetika
C000753_sv_000	grovplåtnitare
C000753_sv_001	nitare
C000754_sv_000	stränginstrumentmakare
C000754_sv_001	stränginstrumenttillverkare
C000755_sv_000	maskinoperatör, textilmönster
C000756_sv_000	IKT-testanalytiker
C000757_sv_000	pressmed
C000757_sv_001	maskinoperatör, mekanisk verkstad
C000757_sv_002	pressoperatör
C000757_sv_003	ställare
C000758_sv_000	maskinoperatör, mjukpappersstansare och -spinnare
C000759_sv_000	djurmassör
C000759_sv_001	djurmassörer
C000759_sv_002	djurterapeut
C000759_sv_003	massör för djur
C000760_sv_000	flygmotoringenjör
C000760_sv_001	flygmekaniker
C000760_sv_002	flygmotormekaniker
C000761_sv_000	boxningsinstruktör
C000761_sv_001	boxningslärare
C000762_sv_000	djurvårdare
C000762_sv_001	arbetare på kennel
C000762_sv_002	djurhållare
C000762_sv_003	djurskötare
C000762_sv_004	djurvårdare på djurpark
C000762_sv_005	hästtrim
C000762_sv_006	vårdare av djur
C000763_sv_000	butikssäljare
C000763_sv_001	butikssäljare, daligvaror
C000763_sv_002	butikssäljare, fackhandel
C000764_sv_000	marinchef
C000764_sv_001	befälhavare i flottan
C000764_sv_002	marintaktisk chef
