C000001_ro_000	Forțele armate
C000517_ro_000	Operatori la mașini de preparare a cimentului, rocilor și altor produse minerale
C000518_ro_000	Operatori la instalațiile de prelucrare și finisare a metalelor
C000519_ro_000	Operatori la instalațiile de prelucrare a metalelor
C000520_ro_000	Operatori la instalațiile de finisare și tratare chimică a suprafețelor metalice
C000521_ro_000	Operatori la mașini și instalații destinate fabricării produselor chimice și fotografice
C000522_ro_000	Operatori la mașini și instalații destinate fabricării produselor chimice
C000523_ro_000	Operatori la mașini și instalații destinate fabricării produselor fotografice
C000524_ro_000	Operatori la mașini și utilaje pentru fabricarea produselor din cauciuc, plastic și hârtie
C000525_ro_000	Operatori la mașini și utilaje pentru fabricarea produselor din cauciuc
C000526_ro_000	Operatori la mașini și utilaje pentru fabricarea produselor din plastic
C000527_ro_000	Operatori la mașini și utilaje pentru fabricarea produselor din hârtie
C000528_ro_000	Operatori la mașinile și utilajele pentru fabricarea produselor și articolelor din textile, blănuri și piele
C000529_ro_000	Operatori la mașini și utilaje de filatură
C000530_ro_000	Operatori la mașini de țesut și tricotat
C000531_ro_000	Operatori la mașini și utilaje pentru industria confecțiilor
C000532_ro_000	Operatori la mașini de curățat, albit și vopsit materiale textile
C000533_ro_000	Operatori la mașini pentru tratarea blănurilor și pieilor
C000534_ro_000	Operatori la mașini și utilaje din industria încălțămintei
C000535_ro_000	Operatori la mașinile de spălat
C000536_ro_000	Operatori la mașinile și utilajele pentru fabricarea produselor și articolelor din textile, blănuri și piele neclasificați în grupele de bază anterioare
C000537_ro_000	Operatori la mașinile pentru fabricarea produselor alimentare și a altor produse similare
C000538_ro_000	Operatori la mașinile pentru fabricarea produselor alimentare și a altor produse similare
C000539_ro_000	Operatori la instalațiile de prelucrare a lemnului și fabricare a hârtiei
C000540_ro_000	Operatori la instalațiile de fabricare a celulozei și hârtiei
C000541_ro_000	Operatori la instalațiile de prelucrare a lemnului
C000542_ro_000	Alți operatori la mașini și utilaje
C000543_ro_000	Operatori la utilaje pentru fabricarea produselor din sticlă și ceramică
C000544_ro_000	Fochiști la mașini cu abur și cazane
C000545_ro_000	Operatori la mașinile de ambalat, îmbuteliat și etichetat
C000546_ro_000	Operatori la mașini și utilaje neclasificați în grupele de bază anterioare
C000547_ro_000	Asamblori
C000548_ro_000	Asamblori
C000549_ro_000	Asamblori de mașini și echipamente mecanice
C000550_ro_000	Asamblori de echipamente electrice și electronice
C000551_ro_000	Asamblori neclasificați în grupele de bază anterioare
C000552_ro_000	Conducători de vehicule și operatori la instalații și utilaje mobile
C000553_ro_000	Mecanici de locomotivă și asimilați
C000554_ro_000	Mecanici de locomotivă
C000555_ro_000	Frânari, acari și agenți de manevră
C000556_ro_000	Conducători autovehicule
C000557_ro_000	Conducători de motociclete
C000558_ro_000	Șoferi de autoturisme și camionete
C000559_ro_000	Conducători de mașini de mare tonaj și autobuze
C000560_ro_000	Șoferi de autobuze și tramvaie
C000561_ro_000	Șoferi de autocamioane și mașini de mare tonaj
C000562_ro_000	Operatori la instalații și utilaje mobile
C000563_ro_000	Operatori de mașini agricole și forestiere
C000564_ro_000	Conducători de mașini și utilaje terasiere
C000565_ro_000	Conducători de macarale, poduri mobile, lifturi subterane și asimilați
C000566_ro_000	Operatori la instalațiile de transport mărfuri paletizate
C000567_ro_000	Marinari, navigatori și asimilați
C000568_ro_000	Marinari, navigatori și asimilați
C000569_ro_000	Ocupații elementare
C000570_ro_000	Menajere și personal de serviciu
C000571_ro_000	Menajere și personal de serviciu la hoteluri și birouri
C000572_ro_000	Menajere
C000573_ro_000	Personal de serviciu în birouri, hoteluri și alte instituții
C000574_ro_000	Personal pentru servicii de spălare vehicule, vitrine, geamuri, rufe etc.
C000575_ro_000	Personal pentru servicii de spălat și călcat
C000576_ro_000	Personal pentru servicii de spălare vehicule
C000577_ro_000	Personal pentru servicii de spălare vitrine și geamuri
C000578_ro_000	Alți muncitori în servicii pentru curățenie
C000579_ro_000	Muncitori în agricultură, silvicultură și pescuit
C000580_ro_000	Muncitori în agricultură, silvicultură și pescuit
C000581_ro_000	Muncitori în culturi vegetale
C000582_ro_000	Muncitori în creșterea animalelor
C000583_ro_000	Muncitori în ferme mixte
C000584_ro_000	Muncitori în grădinărit și horticultură
C000585_ro_000	Muncitori forestieri
C000586_ro_000	Muncitori în pescuit și culturi acvatice
C000587_ro_000	Muncitori în industria extractivă, construcții, industria prelucrătoare și transporturi
C000588_ro_000	Muncitori în industria extractivă și construcții
C000589_ro_000	Muncitori în industria extractivă și exploatările în carieră
C000590_ro_000	Muncitori în lucrări publice
C000591_ro_000	Muncitori în construcția de clădiri
C000592_ro_000	Muncitori în industria prelucrătoare
C000593_ro_000	Ambalatori
C000594_ro_000	Muncitori în industria prelucrătoare neclasificați în grupele de bază anterioare
C000595_ro_000	Muncitori în transporturi și depozitarea mărfurilor
C000596_ro_000	Conducători de vehicule acționate manual sau de pedale
C000597_ro_000	Conducători de mașini și vehicule cu tracțiune animală
C000598_ro_000	Manipulanți de marfă
C000599_ro_000	Manipulanți de mărfuri la raft
C000600_ro_000	Ajutori de bucătari
C000601_ro_000	Ajutori de bucătari
C000602_ro_000	Ajutori la prepararea produselor alimentare de tip fast food
C000603_ro_000	Ajutori în bucătărie
C000604_ro_000	Vânzători ambulanți și alți prestatori de mici servicii pentru populație
C000605_ro_000	Prestatori ambulanți de mici servicii pentru populație și asimilați
C000606_ro_000	Prestatori ambulanți de mici servicii pentru populație și asimilați
C000607_ro_000	Vânzători ambulanți (exclusiv produse alimentare)
C000608_ro_000	Vânzători ambulanți (exclusiv produse alimentare)
C000609_ro_000	Muncitori în salubritate și alți lucrători cu pregătire elementară
C000610_ro_000	Muncitori în salubritate
C000611_ro_000	Muncitori în servicii de colectare deșeuri și materiale reciclabile
C000612_ro_000	Sortatori de gunoi
C000613_ro_000	Măturători și asimilați
C000614_ro_000	Alți muncitori în ocupații cu pregătire elementară
C000615_ro_000	Curieri, comisionari și hamali
C000616_ro_000	Muncitori pentru diverse servicii ocazionale
C000617_ro_000	Cititori de contoare și încasatori
C000618_ro_000	Muncitori pentru servicii de colectare/distribuție a apei și a lemnelor de foc
C000619_ro_000	Muncitori cu pregătire elementară neclasificați în grupele de bază anterioare
C000620_ro_000	regizor tehnic
C000621_ro_000	trefilator, trăgător
C000621_ro_001	finisor laminate și trefilate
C000621_ro_002	operatoare filieră de trefilare
C000621_ro_003	operatoare trefilare
C000621_ro_004	operator filieră de trefilare
C000621_ro_005	operator trefilare
C000621_ro_006	operator trefilare subțire
C000621_ro_007	presator, ambutisor la cald
C000621_ro_008	trefilator sârmă
C000622_ro_000	inspector aparate de precizie/inspectoare aparate de precizie
C000622_ro_001	controlor calitate aparate de precizie
C000622_ro_002	controlor calitate echipamente de precizie
C000622_ro_003	controlor calitate instrumente de precizie
C000622_ro_004	inspectoare aparate de precizie
C000622_ro_005	inspectoare echipamente de precizie
C000622_ro_006	inspectoare instrumente de precizie
C000622_ro_007	inspector aparate de precizie
C000622_ro_008	inspector echipamente de precizie
C000622_ro_009	inspector instrumente de precizie
C000622_ro_010	supervizoare aparate de precizie
C000622_ro_011	supervizor aparate de precizie
C000623_ro_000	tehnician pentru siguranța traficului aerian
C000624_ro_000	manager de venituri în sectorul ospitalier
C000624_ro_001	specialist în procedura Yield Management în sectorul hotelier
C000624_ro_002	specialistă în procedura Yield Management în sectorul hotelier
C000625_ro_000	laborant medical
C000626_ro_000	laborant stație asfalt/laborantă stație asfalt
C000626_ro_001	laborant stație asfalt
C000626_ro_002	laborantă stație asfalt
C000627_ro_000	asistent profesor învățământ primar
C000627_ro_001	asistent profesor unitate de învățământ primar
C000627_ro_002	asistent profesor școală primară
C000628_ro_000	fizioterapeut
C000628_ro_001	hidroterapeut
C000628_ro_002	manager fizioterapie
C000629_ro_000	cadru didactic în învățământul superior în domeniul artei teatrale
C000629_ro_001	asistent universitar în domeniul artei teatrale
C000629_ro_002	conferențiar universitar în domeniul artei teatrale
C000629_ro_003	lector universitar în domeniul artei teatrale
C000629_ro_004	preparator învățământul universitar în domeniul artei teatrale
C000629_ro_005	profesor universitar în domeniul artei teatrale
C000630_ro_000	operator la mașina de hidrogenare/operatoare la mașina de hidrogenare
C000630_ro_001	lucrător hidrogenare
C000630_ro_002	lucrător mașină hidrogenare
C000630_ro_003	operatoare la instalația de hidrogenare
C000630_ro_004	operatoare la mașina de hidrogenare
C000630_ro_005	operator la instalația de hidrogenare
C000630_ro_006	operator la mașina de hidrogenare
C000631_ro_000	operator la fabricarea pastelor făinoase/operatoare la fabricarea pastelor făinoase
C000631_ro_001	lucrătoare fabricare paste făinoase
C000631_ro_002	lucrătoare la mașina de fabricat paste făinoase
C000631_ro_003	lucrător fabricare paste făinoase
C000631_ro_004	lucrător la mașina de fabricat paste făinoase
C000631_ro_005	operatoare fabricare paste făinoase
C000631_ro_006	operatoare la fabricarea pastelor făinoase
C000631_ro_007	operatoare la mașina de fabricat paste făinoase
C000631_ro_008	operatoare la prepararea pastelor făinoase
C000631_ro_009	operator fabricare paste făinoase
C000631_ro_010	operator la fabricarea pastelor făinoase
C000631_ro_011	operator la mașina de fabricat paste făinoase
C000631_ro_012	operator la prepararea pastelor făinoase
C000632_ro_000	manager tutungerie
C000632_ro_001	manager magazin pipe și accesorii
C000632_ro_002	manager magazin trabucuri
C000632_ro_003	manager magazin tutun
C000632_ro_004	manager magazin tutun, trabucuri, țigări, pipe
C000632_ro_005	manager magazin țigări și trabucuri
C000632_ro_006	tutungiu
C000633_ro_000	reprezentant închirieri alte mașini, echipamente și bunuri corporale
C000633_ro_001	agent închirieri alte mașini, echipamente și bunuri corporale
C000633_ro_002	manager închirieri alte mașini, echipamente și bunuri corporale
C000634_ro_000	inginer topograf minier
C000635_ro_000	specialist siguranță alimentară
C000635_ro_001	inspector siguranța alimentelor
C000635_ro_002	inspector siguranță alimentară
C000635_ro_003	specialist HACCP
C000635_ro_004	specialist consultant sisteme de management calitate și siguranța alimentelor
C000635_ro_005	specialist sisteme de management al siguranței alimentare
C000636_ro_000	mecanic agricol
C000636_ro_001	mecanic utilaje agricole
C000636_ro_002	tehnician utilaje agricole
C000636_ro_003	tehniciană utilaje agricole
C000637_ro_000	șofer autobuz
C000637_ro_001	șofer autobuz școlar
C000637_ro_002	șofer autocar
C000637_ro_003	șofer autocar turistic
C000637_ro_004	șofer de autobuz
C000637_ro_005	șofer de autocar
C000637_ro_006	șofer minibus
C000638_ro_000	director import export carne și produse din carne
C000639_ro_000	ofițer de politici în domeniul locuințelor
C000640_ro_000	maestru bucătar șef/maestră bucătăreasă șefă
C000640_ro_001	maestru bucătar șef
C000640_ro_002	maestră bucătăreasă șefă
C000640_ro_003	responsabil de bucătărie
C000641_ro_000	operator fire filamentare nețesute/operatoare fire filamentare nețesute
C000641_ro_001	operatoare fire filamentare nețesute
C000641_ro_002	operatoare textile nețesute
C000641_ro_003	operator fire filamentare nețesute
C000641_ro_004	operator textile nețesute
C000642_ro_000	rector unitate de învățământ superior
C000642_ro_001	președinte universitate
C000642_ro_002	rector
C000643_ro_000	maistru izolații
C000644_ro_000	inginer demolări/ingineră demolări
C000644_ro_001	inginer demolări
C000644_ro_002	ingineră demolări
C000645_ro_000	inspector de daune
C000646_ro_000	director dezvoltare produse îmbrăcăminte
C000646_ro_001	director dezvoltare produse
C000646_ro_002	director dezvoltare produse, îmbrăcăminte
C000646_ro_003	manager dezvoltare produse îmbrăcăminte
C000646_ro_004	manager proiect
C000647_ro_000	operator la separarea nitroglicerinei/operatoare la separarea nitroglicerinei
