ESCO/ISCO Code,ESCO/ISCO Title,O*NET-SOC 2019 Code,O*NET-SOC 2019 Title
1330.3,chief technology officer,15-1299.09,Information Technology Project Managers
1330.4,ICT documentation manager,15-1299.03,Document Management Specialists
1330.4,ICT documentation manager,27-3042.00,Technical Writers
1330.5,ICT operations manager,11-3021.00,Computer and Information Systems Managers
1330.5,ICT operations manager,15-1299.09,Information Technology Project Managers
1330.5.1,software manager,15-1299.09,Information Technology Project Managers
1330.6,ICT product manager,15-1299.09,Information Technology Project Managers
1330.7,ICT project manager,13-1082.00,Project Management Specialists
1330.7,ICT project manager,15-1299.09,Information Technology Project Managers
1330.8,ICT vendor relationship manager,11-9199.00,"Managers, All Other"
1330.9,telecommunications manager,15-1231.00,Computer Network Support Specialists
1330.9,telecommunications manager,15-1241.00,Computer Network Architects
1330.9,telecommunications manager,15-1241.01,Telecommunications Engineering Specialists
1341,Child care services managers,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
1341.1,child care coordinator,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
1341.1,child care coordinator,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services"
1341.1,child care coordinator,39-9011.00,Childcare Workers
1341.1,child care coordinator,39-9011.01,Nannies
1341.2,child day care centre manager,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
1341.2,child day care centre manager,39-9011.00,Childcare Workers
1341.2,child day care centre manager,39-9011.01,Nannies
1341.3,nursery school head teacher,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
1341.3,nursery school head teacher,11-9032.00,"Education Administrators, Kindergarten through Secondary"
1342,Health services managers,11-9111.00,Medical and Health Services Managers
1342.1,clinical informatics manager,15-1211.01,Health Informatics Specialists
1342.1,clinical informatics manager,15-2051.02,Clinical Data Managers
1342.1,clinical informatics manager,29-9021.00,Health Information Technologists and Medical Registrars
1342.2,healthcare institution manager,11-9111.00,Medical and Health Services Managers
1343.1,elderly home manager,11-9111.00,Medical and Health Services Managers
1343.1,elderly home manager,11-9199.00,"Managers, All Other"
1344,Social welfare managers,11-9151.00,Social and Community Service Managers
1344.1,social services manager,11-9151.00,Social and Community Service Managers
1344.1.1,public housing manager,11-9151.00,Social and Community Service Managers
1344.1.2,youth centre manager,11-9151.00,Social and Community Service Managers
1344.1.3,youth programme director,11-9151.00,Social and Community Service Managers
1345,Education managers,11-9032.00,"Education Administrators, Kindergarten through Secondary"
1345,Education managers,11-9033.00,"Education Administrators, Postsecondary"
1345.1,headteacher,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
1345.1,headteacher,11-9032.00,"Education Administrators, Kindergarten through Secondary"
1345.1.1,dean of faculty,11-9033.00,"Education Administrators, Postsecondary"
1345.1.10,university department head,11-9033.00,"Education Administrators, Postsecondary"
1345.1.2,deputy head teacher,11-9032.00,"Education Administrators, Kindergarten through Secondary"
1345.1.3,education programme coordinator,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
1345.1.3,education programme coordinator,11-9033.00,"Education Administrators, Postsecondary"
1345.1.3,education programme coordinator,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
1345.1.3,education programme coordinator,25-9031.00,Instructional Coordinators
1345.1.4,further education principal,11-9032.00,"Education Administrators, Kindergarten through Secondary"
1345.1.4,further education principal,11-9033.00,"Education Administrators, Postsecondary"
1345.1.4,further education principal,25-9031.00,Instructional Coordinators
1345.1.5,head of higher education institutions,11-9032.00,"Education Administrators, Kindergarten through Secondary"
1345.1.5,head of higher education institutions,11-9033.00,"Education Administrators, Postsecondary"
1345.1.6,primary school head teacher,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
1345.1.6,primary school head teacher,11-9032.00,"Education Administrators, Kindergarten through Secondary"
1345.1.7,secondary school department head,11-9032.00,"Education Administrators, Kindergarten through Secondary"
1345.1.8,secondary school head teacher,11-9032.00,"Education Administrators, Kindergarten through Secondary"
1345.1.9,special educational needs head teacher,25-9031.00,Instructional Coordinators
1346.1,bank manager,11-3031.00,Financial Managers
1346.2,brokerage firm director,11-3031.00,Financial Managers
1346.3,credit union manager,13-2061.00,Financial Examiners
1346.3,credit union manager,13-2099.04,"Fraud Examiners, Investigators and Analysts"
1346.3,credit union manager,43-3071.00,Tellers
1346.4,insurance agency manager,43-9041.00,Insurance Claims and Policy Processing Clerks
1346.5,insurance claims manager,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
1346.5,insurance claims manager,13-1032.00,"Insurance Appraisers, Auto Damage"
1346.5,insurance claims manager,43-9041.00,Insurance Claims and Policy Processing Clerks
1346.6,pension scheme manager,11-3031.00,Financial Managers
1349,Professional services managers not elsewhere classified,11-3012.00,Administrative Services Managers
1349,Professional services managers not elsewhere classified,11-9131.00,Postmasters and Mail Superintendents
1349,Professional services managers not elsewhere classified,19-2041.00,"Environmental Scientists and Specialists, Including Health"
1349,Professional services managers not elsewhere classified,33-1011.00,First-Line Supervisors of Correctional Officers
1349.1,airside safety manager,11-3013.01,Security Managers
1349.10,court administrator,11-1021.00,General and Operations Managers
1349.10,court administrator,11-3012.00,Administrative Services Managers
1349.10,court administrator,23-1012.00,Judicial Law Clerks
1349.10,court administrator,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
1349.10,court administrator,23-1022.00,"Arbitrators, Mediators, and Conciliators"
1349.10,court administrator,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
1349.10,court administrator,33-3011.00,Bailiffs
1349.10,court administrator,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
1349.11,document management officer,15-1299.03,Document Management Specialists
1349.12,energy manager,11-1011.03,Chief Sustainability Officers
1349.12,energy manager,47-4011.01,Energy Auditors
1349.13,environmental protection manager,11-1011.03,Chief Sustainability Officers
1349.13,environmental protection manager,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
1349.13,environmental protection manager,13-1041.01,Environmental Compliance Inspectors
1349.13,environmental protection manager,17-2081.00,Environmental Engineers
1349.13,environmental protection manager,19-2041.00,"Environmental Scientists and Specialists, Including Health"
1349.13,environmental protection manager,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
1349.14,front of house manager,13-1121.00,"Meeting, Convention, and Event Planners"
1349.15,interpretation agency manager,27-3091.00,Interpreters and Translators
1349.16,library manager,11-1021.00,General and Operations Managers
1349.16,library manager,11-3012.00,Administrative Services Managers
1349.16,library manager,25-4022.00,Librarians and Media Collections Specialists
1349.16,library manager,25-4031.00,Library Technicians
1349.17,medical laboratory manager,29-2011.00,Medical and Clinical Laboratory Technologists
1349.17,medical laboratory manager,31-9097.00,Phlebotomists
1349.18,museum director,25-4011.00,Archivists
1349.18,museum director,25-4012.00,Curators
1349.18,museum director,25-4013.00,Museum Technicians and Conservators
1349.19,publications coordinator,27-3042.00,Technical Writers
1349.19,publications coordinator,43-9031.00,Desktop Publishers
1349.2,airspace manager,53-1041.00,Aircraft Cargo Handling Supervisors
1349.2,airspace manager,53-2022.00,Airfield Operations Specialists
1349.20,rescue centre manager,11-9161.00,Emergency Management Directors
1349.21,service manager,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
1349.21.1,legal service manager,23-1011.00,Lawyers
1349.21.1,legal service manager,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
1349.21.1,legal service manager,23-2011.00,Paralegals and Legal Assistants
1349.22,sport administrator,27-2022.00,Coaches and Scouts
1349.23,translation agency manager,27-3091.00,Interpreters and Translators
1349.23,translation agency manager,31-9099.01,Speech-Language Pathology Assistants
1349.3,artistic director,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
1349.3,artistic director,13-1121.00,"Meeting, Convention, and Event Planners"
1349.3,artistic director,27-2012.03,Media Programming Directors
1349.4,aviation communications and frequency coordination manager,11-9041.00,Architectural and Engineering Managers
1349.5,aviation surveillance and code coordination manager,11-9041.00,Architectural and Engineering Managers
1349.6,book publisher,27-3041.00,Editors
1349.6,book publisher,27-3043.00,Writers and Authors
1349.6,book publisher,43-9031.00,Desktop Publishers
1349.6,book publisher,43-9081.00,Proofreaders and Copy Markers
1349.7,chief fire officer,11-9161.00,Emergency Management Directors
1349.7,chief fire officer,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
1349.7,chief fire officer,33-2011.00,Firefighters
1349.7,chief fire officer,33-2021.00,Fire Inspectors and Investigators
1349.7,chief fire officer,33-2022.00,Forest Fire Inspectors and Prevention Specialists
1349.8,commercial art gallery manager,27-1026.00,Merchandise Displayers and Window Trimmers
1349.9,correctional services manager,11-1021.00,General and Operations Managers
1349.9,correctional services manager,11-3013.00,Facilities Managers
1349.9,correctional services manager,21-1092.00,Probation Officers and Correctional Treatment Specialists
1349.9,correctional services manager,33-1011.00,First-Line Supervisors of Correctional Officers
1349.9,correctional services manager,33-3012.00,Correctional Officers and Jailers
1411,Hotel managers,11-9081.00,Lodging Managers
1411.1,accommodation manager,11-9081.00,Lodging Managers
1411.2,hospitality entertainment manager,11-9072.00,"Entertainment and Recreation Managers, Except Gambling"
1411.2,hospitality entertainment manager,13-1121.00,"Meeting, Convention, and Event Planners"
1411.2,hospitality entertainment manager,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services"
1411.2,hospitality entertainment manager,39-3091.00,Amusement and Recreation Attendants
1411.2,hospitality entertainment manager,39-9032.00,Recreation Workers
1411.3,rooms division manager,11-9081.00,Lodging Managers
1411.3,rooms division manager,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
