Q000001	Vojni namještenik/vojna namještenica
Q002018	rukovatelj/rukovateljica uređajem za vulkaniziranje
Q002019	pomoćni rukovatelj/pomoćna rukovateljica strojem za doradu gumenih proizvoda
Q002020	rukovatelj/rukovateljica miješalicom za granulat plastike
Q002021	rukovatelj/rukovateljica mlinom za plastiku
Q002022	rukovatelj/rukovateljica strojem za brizganje polimera
Q002023	pomoćni rukovatelj/pomoćna rukovateljica strojem za puhanje polimera
Q002024	rukovatelj/rukovateljica strojem za puhanje polimera
Q002025	rukovatelj/rukovateljica prešom za polimere
Q002026	rukovatelj/rukovateljica strojem za injekcijsko prešanje polimera
Q002027	rukovatelj/rukovateljica strojem za rotolijev polimera
Q002028	rukovatelj/rukovateljica strojem za toplo oblikovanje polimera
Q002029	rukovatelj/rukovateljica strojem za izradu gumba
Q002030	rukovatelj/rukovateljica tračnom pilom
Q002031	rukovatelj/rukovateljica kružnom pilom
Q002032	rukovatelj/rukovateljica blanjalicom za drvo
Q002033	rukovatelj/rukovateljica bušilicom za drvo
Q002034	rukovatelj/rukovateljica strojem za dubljenje rupa u drvu
Q002035	rukovatelj/rukovateljica drvotokarskim strojem
Q002036	rukovatelj/rukovateljica strojem za brušenje i poliranje drva
Q002037	rezač/rezačica drvenih figura
Q002038	rukovatelj/rukovateljica strojem za obrađivanje i obljepljivanje drva
Q002039	rukovatelj/rukovateljica uređajem za kondicioniranje drva
Q002040	rukovatelj/rukovateljica brojčano upravljanim drvoobrađivačkim strojem, specijalizirani/specijalizirana
Q002041	rukovatelj/rukovateljica uređajima u kemigrafiji
Q002042	rukovatelj/rukovateljica uređajima u reprofotografiji
Q002043	rukovatelj/rukovateljica uređajima u slovoljevaonici
Q002044	rukovatelj/rukovateljica fleksotiskarskim strojem
Q002045	rukovatelj/rukovateljica tiskarskim strojem
Q002046	rukovatelj/rukovateljica knjigoveškim strojevima
Q002047	rukovatelj/rukovateljica strojem za izradu kuverata
Q002048	rukovatelj/rukovateljica strojem za izradu vrećica
Q002049	rukovatelj/rukovateljica strojem za preradu papira
Q002050	rukovatelj/rukovateljica strojevima za predenje
Q002051	rukovatelj/rukovateljica strojevima za netkani tekstil
Q002052	rukovatelj/rukovateljica strojevima za užad
Q002053	rukovatelj/rukovateljica strojevima za pletenje
Q002054	rukovatelj/rukovateljica strojevima za vezenje
Q002055	rukovatelj/rukovateljica strojem za ravno šivanje odjeće
Q002056	rukovatelj/rukovateljica posebnim strojevima za šivanje odjeće
Q002057	pomoćni rukovatelj/pomoćna rukovateljica šivaćim strojevima za tapetariju
Q002058	rukovatelj/rukovateljica šivaćim strojevima za tapetariju
Q002059	rukovatelj/rukovateljica šivaćim strojem za tekstil
Q002060	rukovatelj/rukovateljica šivaćim strojem za kožu
Q002061	rukovatelj/rukovateljica strojem za vezenje na tekstilu
Q002062	rukovatelj/rukovateljica šivaćim strojem za obuću
Q002063	rukovatelj/rukovateljica strojem za prošivanje potplata
Q002064	rukovatelj/rukovateljica strojem za cijeđenje rublja
Q002065	kemijski čistač, majstor/kemijska čistačica, majstorica
Q002066	rukovatelj/rukovateljica strojem za bojadisanje tekstilnih vlakana
Q002067	rukovatelj/rukovateljica strojem za tiskanje tekstila
Q002068	rukovatelj/rukovateljica strojem za valjkanje tekstila
Q002069	rukovatelj/rukovateljica strojem za čupavljenje tekstila
Q002070	rukovatelj/rukovateljica strojem za šišanje tekstila
Q002071	rukovatelj/rukovateljica tekstilnom prešom
Q002072	rukovatelj/rukovateljica strojem za glačanje odjeće
Q002073	rukovatelj/rukovateljica strojem za namatanje tekstila
Q002074	rukovatelj/rukovateljica strojem za plastificiranje tekstila
Q002075	rukovatelj/rukovateljica strojem za skidanje mesine
Q002076	rukovatelj/rukovateljica strojem za struganje kože
Q002077	rukovatelj/rukovateljica strojevima za sušenje kože
Q002078	rukovatelj/rukovateljica strojevima za napinjanje kože
Q002079	rukovatelj/rukovateljica strojevima za brušenje i četkanje kože
Q002080	rukovatelj/rukovateljica strojevima za češljanje i šišanje krzna
Q002081	rukovatelj/rukovateljica strojevima za glačanje i ravnanje kože
Q002082	rukovatelj/rukovateljica strojem za lomljenje lica kože
Q002083	rukovatelj/rukovateljica strojem za mekšanje kože
Q002084	rukovatelj/rukovateljica strojem za mjerenje kože
Q002085	rukovatelj/rukovateljica strojevima za pokrivne slojeve kože
Q002086	rukovatelj/rukovateljica strojevima za doradu potplatnih koža
Q002087	rukovatelj/rukovateljica kožarsko-krznarskim strojevima
Q002088	poslužitelj/poslužiteljica stroja za gradiranje obućarskih šablona
Q002089	rukovatelj/rukovateljica strojem za navlačenje gornjišta obuće
Q002090	pomoćni rukovatelj/pomoćna rukovateljica strojem za prešanje dijelova obuće
Q002091	pomoćni rukovatelj/pomoćna rukovateljica strojem za brizganje potplata na obuću
Q002092	rukovatelj/rukovateljica obućarskim strojevima
Q002093	rukovatelj/rukovateljica strojevima za izradu tuljaka i šešira
Q002094	rukovatelj/rukovateljica uređajima za obradu ribe
Q002095	rukovatelj/rukovateljica strojevima za topljenje masti
Q002096	rukovatelj/rukovateljica uređajima za izradu kobasica
Q002097	rukovatelj/rukovateljica strojevima za preradu ribe
Q002098	poslužitelj/poslužiteljica strojeva u preradi mesa i ribe
Q002099	rukovatelj/rukovateljica uređajem za obradu mlijeka
Q002100	rukovatelj/rukovateljica strojem za konzerviranje mlijeka
Q002101	industrijski obrađivač mlijeka, specijalizirani/industrijska obrađivačica mlijeka, specijalizirana
Q002102	rukovatelj/rukovateljica postrojenjem za preradu mlijeka
Q002103	rukovatelj/rukovateljica postrojenjem za proizvodnju mliječne dječje hrane
Q002104	rukovatelj/rukovateljica uređajem za hlađenje mliječnih proizvoda
Q002105	rukovatelj/rukovateljica uređajem za pasterizaciju mliječnih proizvoda
Q002106	rukovatelj/rukovateljica strojevima za mliječne proizvode
Q002107	sirar, industrijski/sirarica, industrijska
Q002108	prerađivač mlijeka, specijalizirani/prerađivačica mlijeka, specijalizirana
Q002109	poslužitelj/poslužiteljica uređaja u preradi mlijeka
Q002110	rukovatelj/rukovateljica strojevima za ljuštenje žita
Q002111	rukovatelj/rukovateljica strojevima za mljevenje žita
Q002112	rukovatelj/rukovateljica mlinskim sitima
Q002113	rukovatelj/rukovateljica mlinskim valjcima
Q002114	rukovatelj/rukovateljica mlinom za začine
Q002115	rukovatelj/rukovateljica silosnim uređajima
Q002116	poslužitelj/poslužiteljica strojeva za mljevenje prehrambenih proizvoda
Q002117	rukovatelj/rukovateljica strojevima za proizvodnju stočne hrane
Q002118	rukovatelj/rukovateljica strojevima za proizvodnju dijetne hrane
Q002119	rukovatelj/rukovateljica strojevima za žitne proizvode
Q002120	rukovatelj/rukovateljica strojevima u pekarstvu
Q002121	rukovatelj/rukovateljica strojevima za proizvodnju tjestenine
Q002122	rukovatelj/rukovateljica strojevima za proizvodnju keksa
Q002123	rukovatelj/rukovateljica strojevima za slastice i peciva
Q002124	rukovatelj/rukovateljica strojevima za proizvodnju kolača
Q002125	rukovatelj/rukovateljica strojevima za proizvodnju žvakaćih guma
Q002126	rukovatelj/rukovateljica strojevima za pranje voća i povrća
Q002127	rukovatelj/rukovateljica uređajima za sušenje voća i povrća
Q002128	rukovatelj/rukovateljica uređajima za steriliziranje konzerva voća i povrća
Q002129	rukovatelj/rukovateljica strojevima za preradu voća i povrća
Q002130	rukovatelj/rukovateljica strojevima za proizvodnju dječje hrane
Q002131	rukovatelj/rukovateljica strojevima za mljevenje uljarične ljuske
Q002132	rukovatelj/rukovateljica strojevima za mljevenje uljnog sjemena
Q002133	pomoćni rukovatelj/pomoćna rukovateljica strojevima za proizvodnju jestivog ulja
Q002134	rukovatelj/rukovateljica strojevima za proizvodnju jestivog ulja
Q002135	rukovatelj/rukovateljica strojevima za rafiniranje ulja i masti
Q002136	rukovatelj/rukovateljica strojevima za proizvodnju margarina
Q002137	uzorkovač/uzorkovačica repe
Q002138	pomoćni rukovatelj/pomoćna rukovateljica postrojenjem za rezanje repe
Q002139	rukovatelj/rukovateljica postrojenjem za rezanje repe
Q002140	rukovatelj/rukovateljica postrojenjem za ekstrakciju šećera
Q002141	rukovatelj/rukovateljica postrojenjem za čišćenje soka
Q002142	rukovatelj/rukovateljica postrojenjem za filtriranje sirupa
Q002143	rukovatelj/rukovateljica postrojenjem za koncentriranje sokova
Q002144	rukovatelj/rukovateljica postrojenjem za kristalizaciju šećera
Q002145	rukovatelj/rukovateljica postrojenjem za tekući šećer
Q002146	rukovatelj/rukovateljica postrojenjem za separaciju škroba
Q002147	rukovatelj/rukovateljica postrojenjem za dobivanje škrobnog sirupa
Q002148	rukovatelj/rukovateljica postrojenjem za rafiniranje škroba
Q002149	rukovatelj/rukovateljica postrojenjem za dobivanje glutena
Q002150	poslužitelj/poslužiteljica strojeva u proizvodnji šećera
Q002151	rukovatelj/rukovateljica postrojenjem za proizvodnju piva
Q002152	rukovatelj/rukovateljica uređajima za proizvodnju bezalkoholnih pića
Q002153	rukovatelj/rukovateljica postrojenjem za proizvodnju octa
Q002154	rukovatelj/rukovateljica uređajima za proizvodnju pića
Q002155	sastavljač/sastavljačica brodske pomoćne opreme
Q002156	sastavljač/sastavljačica motora
Q002157	sastavljač/sastavljačica pružnih vozila
Q002158	sastavljač/sastavljačica motornih vozila
Q002159	sastavljač/sastavljačica dizalica
Q002160	sastavljač/sastavljačica parnih kotlova
Q002161	sastavljač/sastavljačica parnih turbina
Q002162	sastavljač/sastavljačica plinskih turbina
Q002163	sastavljač/sastavljačica baterija
Q002164	pomoćni elektronamatač/pomoćna elektronamatačica
Q002165	elektronamatač/elektronamatačica
Q002166	elektronamatač, specijalizirani/elektronamatačica, specijalizirana
Q002167	impregnirač/impregniračica elektromehaničkih komponenta i sklopova
Q002168	sastavljač/sastavljačica elektromotora
Q002169	sastavljač/sastavljačica malih transformatora
Q002170	sastavljač/sastavljačica žarulja
Q002171	poslužitelj/poslužiteljica stroja za proizvodnju žarulja
Q002172	sastavljač/sastavljačica rasvjetnih tijela
Q002173	sastavljač/sastavljačica elektrotehničkih elemenata
Q002174	sastavljač/sastavljačica elektrožičanih snopova
Q002175	sastavljač/sastavljačica elektromehaničkih komponenta i sklopova
Q002176	sastavljač/sastavljačica tiskanih ploča
Q002177	sastavljač/sastavljačica elektroničkih sklopova
Q002178	sastavljač/sastavljačica telefonskog aparata
Q002179	sastavljač/sastavljačica telekomunikacijske opreme
Q002180	sastavljač/sastavljačica elektroničke opreme
Q002181	sastavljač/sastavljačica metalnog pokućstva
Q002182	sastavljač/sastavljačica metalnih proizvoda
Q002183	sastavljač/sastavljačica plastičnih proizvoda
Q002184	sastavljač/sastavljačica gumenih proizvoda
Q002185	sastavljač/sastavljačica drvenih proizvoda
Q002186	sastavljač/sastavljačica građevne stolarije
Q002187	rukovatelj/rukovateljica linijom za sastavljanje tapeciranih proizvoda
Q002188	sastavljač/sastavljačica naočala
Q002189	sastavljač/sastavljačica proizvoda od različitih materijala
Q002190	pomoćni izrađivač/pomoćna izrađivačica silicijskih ploča
Q002191	rukovatelj/rukovateljica uređajem za proizvodnju silicijskih ploča
Q002192	rukovatelj/rukovateljica strojem za presvlačenje električnih vodova
Q002193	rukovatelj/rukovateljica strojem za obilježavanje robe
Q002194	rukovatelj/rukovateljica strojem za dodavanje financijskih markica
Q002195	rukovatelj/rukovateljica strojem za hermetičko zatvaranje
Q002196	rukovatelj/rukovateljica strojem za pranje boca
Q002197	rukovatelj/rukovateljica postrojenjem za punjenje boca
Q002198	rukovatelj/rukovateljica postrojenjem za punjenje boca tehničkim plinom
Q002199	rukovatelj/rukovateljica strojem za proizvodnju tableta
Q002200	rukovatelj/rukovateljica strojem za postavljanje cijevne instalacije
Q002201	rukovatelj/rukovateljica strojem za postavljanje električnih kabela
Q002202	rukovatelj/rukovateljica opremom u zabavnom parku
Q002203	rukovatelj/rukovateljica vagom
Q002204	rukovatelj/rukovateljica postrojenjem za pranje cisterna
Q002205	rukovatelj/rukovateljica uređajem za pranje vozila
Q002206	pomoćnik/pomoćnica strojovođe dizelskog vučnog vozila
Q002207	strojovođa/strojovotkinja dizelskog vučnog vozila
Q002208	dispečer/dispečerica vuče vlakova
Q002209	pomoćnik/pomoćnica strojovođe elektrovučnog vozila
Q002210	strojovođa/strojovotkinja elektrovučnog vozila
Q002211	vozač/vozačica motornih pružnih vozila
Q002212	pregledač/pregledačica vagona
Q002213	prometnotransportni radnik/prometnotransportna radnica
Q002214	vozač/vozačica taksija
Q002215	vozač/vozačica lakog dostavnog vozila
Q002216	vozač/vozačica autobusa
Q002217	vozač/vozačica tramvaja
Q002218	vozač/vozačica trolejbusa
Q002219	vozač/vozačica teretnog vozila
Q002220	vozač/vozačica teretnog vozila s prikolicom
Q002221	vozač/vozačica tegljača s poluprikolicom
Q002222	vozač/vozačica traktora
Q002223	vozač/vozačica opasnih tvari
Q002224	poljoprivredni traktorist/poljoprivredna traktoristica
Q002225	šumski traktorist/šumska traktoristica
Q002226	vozač/vozačica poljoprivrednih strojeva
Q002227	vozač/vozačica teške šumske mehanizacije
Q002228	vozač/vozačica strojeva za iskop
Q002229	vozač/vozačica strojeva za planiranje
Q002230	vozač/vozačica strojeva za ugradbu betonskih kolnika
Q002231	vozač/vozačica strojeva za zemljane radove
Q002232	rukovatelj/rukovateljica strojevima za iskop
Q002233	rukovatelj/rukovateljica strojevima za iskop tunela
Q002234	rukovatelj/rukovateljica strojevima za planiranje
Q002235	rukovatelj/rukovateljica strojevima za injektiranje tla
Q002236	rukovatelj/rukovateljica strojevima za zabijanje pilota
Q002237	rukovatelj/rukovateljica strojevima za kesonsko temeljenje
Q002238	rukovatelj/rukovateljica strojevima za izradu dijafragme
Q002239	rukovatelj/rukovateljica strojevima za ugradbu betonskih kolnika
Q002240	rukovatelj/rukovateljica betonskom crpkom
Q002241	vozač/vozačica strojeva za čišćenje prometnica
Q002242	vozač/vozačica vozila za vakumiranje cjevovoda
Q002243	rukovatelj/rukovateljica žičarom
Q002244	rukovatelj/rukovateljica uspinjačom
Q002245	rukovatelj/rukovateljica vitlom
Q002246	rukovatelj/rukovateljica transportnom trakom
Q002247	rukovatelj/rukovateljica dizalom
Q002248	rukovatelj/rukovateljica rudarskim izvoznim postrojenjem
Q002249	rukovatelj/rukovateljica uređajima brane
Q002250	rukovatelj/rukovateljica pomičnim mostom
Q002251	rukovatelj/rukovateljica pokretnom dizalicom
Q002252	vezač/vezačica tereta
Q002253	rukovatelj/rukovateljica obalnom dizalicom
Q002254	rukovatelj/rukovateljica lučkom mehanizacijom
Q002255	lučkotransportni radnik/lučkotransportna radnica
Q002256	rukovatelj/rukovateljica dizalicom
Q002257	vozač/vozačica viličara
Q002258	mornar/mornarka
Q002259	kormilar/kormilarka
Q002260	vođa palube
Q002261	brodovođa/brodovotkinja unutarnje plovidbe
Q002262	brodski mazač/brodska mazačica
Q002263	brodski motorist/brodska motoristica
Q002264	vođa stroja unutarnje plovidbe
Q002265	mornar/mornarka marine
Q002266	mornar motorist/mornarka motoristica
Q002267	skelar/skelarica
Q002268	vođa maloga plovećeg radnog stroja
Q002269	vozač/vozačica taksija na vodi
Q002270	vođa palube na platformi
Q002271	rukovatelj/rukovateljica uređajima na palubi platforme
Q002272	svjetioničar/svjetioničarka
Q002273	prodavač/prodavačica na priredbama
Q002274	prodavač/prodavačica po kućama
Q002275	čistač/čistačica obuće
Q002276	plakatar/plakatarka
Q002277	sobarica
Q002278	kuhinjski radnik/kuhinjska radnica
Q002279	glačarica
Q002280	zvonar/zvonarka
Q002281	crkvenjak/crkvenjakinja
Q002282	ručni perač/ručna peračica automobila
Q002283	perač/peračica prozora
Q002284	nosač/nosačica
Q002285	poslužitelj/poslužiteljica u golfu
Q002286	čuvar/čuvarica prtljage
Q002287	poslužitelj/poslužiteljica zabavnog parka
Q002288	poslužitelj/poslužiteljica zahoda
Q002289	biljeter/biljeterka
Q002290	očitač/očitačica brojila plina/vode/struje
Q002291	praznitelj/prazniteljica prodajnih automata
Q002292	utovarivač/utovarivačica otpada
Q002293	čistač/čistačica ulica
Q002294	perač/peračica ulica
Q002295	kupališni radnik/kupališna radnica
Q002296	živoder/živoderka
Q002297	voćarski radnik/voćarska radnica
Q002298	vinogradarski radnik/vinogradarska radnica
Q002299	berač/beračica ljekovitog bilja
Q002300	stočarski radnik/stočarska radnica
Q002301	pastir/pastirica
Q002302	pčelarski radnik/pčelarska radnica
Q002303	šumski radnik/šumska radnica
Q002304	berač/beračica šumskih plodova
Q002305	sjekač/sjekačica šiba i trske
Q002306	radnik/radnica u lovištu
Q002307	rudarski radnik/rudarska radnica
Q002308	radnik/radnica u kamenolomu
Q002309	solanski radnik/solanska radnica
Q002310	radnik/radnica u glinokopu
Q002311	radnik/radnica u šljunčari
Q002312	radnik/radnica za uređenje kaptaža
Q002313	cestarski radnik/cestarska radnica
Q002314	radnik/radnica u asfaltirnici
Q002315	radnik/radnica niskogradnje
Q002316	zidarski radnik/zidarska radnica
Q002317	tesarski radnik/tesarska radnica
Q002318	radnik betonirac/radnica betonirka
Q002319	armirački radnik/armiračka radnica
Q002320	ručni pakirer/ručna pakirerka
Q002321	ručni perač/ručna peračica ambalaže
Q002322	radnik/radnica na montaži
Q002323	ručni savijač/ručna savijačica kovina
Q002324	radnik/radnica na izradi namota
Q002325	drvoprerađivački radnik/drvoprerađivačka radnica
Q002326	grafički radnik/grafička radnica
Q002327	keramički radnik/keramička radnica
Q002328	radnik/radnica u ciglarstvu
Q002329	radnik/radnica u izradi građevnih materijala
Q002330	staklarski radnik/staklarska radnica
Q002331	radnik/radnica na pakiranju tehničkih plinova
Q002332	radnik/radnica u naftno-kemijskoj proizvodnji
Q002333	radnik/radnica na energetskom postrojenju
Q002334	kemijski radnik/kemijska radnica
Q002335	čitač/čitačica natpisa
Q002336	obućarski radnik/obućarska radnica
Q002337	kožarski radnik/kožarska radnica
Q002338	radnik/radnica na razvrstavanju otpada
Q002339	kočijaš/kočijašica
Q002340	samaraš/samarašica
Q002341	vozač/vozačica ručnih kolica
Q002342	lučki radnik/lučka radnica
Q002343	skladišni radnik/skladišna radnica
Q002344	trgovački radnik/trgovačka radnica
Q002345	radnik/radnica u zdravstvenoj ustanovi
Q002346	prevozitelj/prevoziteljica brodicom na vesla
Q002347	mlađi mornar/mlađa mornarka
